Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalues,rank,leading_edge,core_enrichment
VANTVEER_BREAST_CANCER_ESR1_DN,209,0.47390387,1.556401381,0.000263308,0.021160914,0.018847145,4175,"tags=32%, list=16%, signal=27%",Tmem45a/Dusp9/Tes/Ccnb2/Mall/Chst2/Tm4sf1/Myo10/Uck2/Fscn1/Odc1/Krt6a/Dsc2/St14/Lpxn/Krt16/Phgdh/Prom1/Cd180/Ifrd1/Cyb5r2/Cybb/Atad3a/Asns/Mcm6/Adm/Cdca8/Psat1/Cyba/Cep55/Gabrp/Fndc3b/Inhbc/Slc2a5/Hebp2/Coro1c/Themis2/Abracl/Impa2/Rcan1/Psme4/Mras/Def8/Schip1/Smco4/Il15ra/S100a10/Trim29/Pdxk/Memo1/Rarres1/Gatad2a/Tmem123/Jrkl/Pirb/Gdf5/Tmsb10/Cebpg/Mcm5/Bcl11a/Pimreg/Syncrip/Phactr2/Rsrc1/Krt7/Padi2
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,230,-0.380888397,-1.508990417,0.000264265,0.021160914,0.018847145,2736,"tags=29%, list=10%, signal=26%",Grik3/Ednrb/Mc3r/Chrna9/Gabra4/Lpar3/Glp2r/Agtr1a/Grik2/Gabrg3/Grin2b/Adora3/P2rx6/Chrna10/F2rl2/Grpr/Cnr1/Ghr/Tshb/Grm3/Ptger1/Lpar1/Ednra/Adrb1/Lhcgr/P2rx7/Grin2c/Htr4/Ptgir/Htr6/Gabra3/S1pr1/Chrna3/C3ar1/Galr1/Sstr3/Gpr156/P2ry1/Fshr/Gabrb1/Chrnb4/Chrna2/Oprk1/Adra2c/Nmbr/Chrm2/Npy4r/Gabrd/Oxtr/Adra1a/Crhr2/Gria4/P2rx2/Grm8/Prlr/Drd1/Ptger3/Gpr83/Chrnb3/Chrna6/C5ar1/Tshr/Tbxa2r/Chrna7/Grm5/Trhr
GSE14769_UNSTIM_VS_80MIN_LPS_BMDM_DN,188,0.487739734,1.589083339,0.000264372,0.021160914,0.018847145,3892,"tags=32%, list=15%, signal=27%",Atf3/Phlda1/Tgif1/Fosl2/Serpine1/Cited2/Flrt3/Slc15a3/Ier5/Ccdc71l/Plaur/Nfil3/Tnfsf14/Dusp4/Cdc42ep2/Ccl11/Cxcl1/Noct/Adamts1/Traf1/Rorb/Malt1/Wsb1/Rel/Il1b/Klf6/Csrnp1/Arid5a/Nabp1/Ch25h/Ripk2/Frmd6/Fem1c/Abl2/Gm13889/Exoc3l4/Slc25a25/Filip1l/Gpr84/Hilpda/Rnf19b/Gpr19/Btg1/Ehd1/Ankrd33b/Trim13/Agt/Ccnl1/Dusp5/Pim3/Cebpb/Hspa1b/Dusp14/Slamf7/Hspa1a/Tasl/Coq10b/Dusp1/Il10ra/Abtb2
GSE40274_FOXP3_VS_FOXP3_AND_XBP1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP,131,0.530562683,1.672254953,0.000266266,0.021222947,0.018902396,3615,"tags=34%, list=14%, signal=29%",Cx3cr1/Adam8/Ano7/Fgl2/Fosl2/Srrm4/Cmtm3/Efna4/Shisa9/Tnfaip6/Plcd1/Entpd1/Htra3/Zfand4/Espl1/Adamts1/Flt1/Scnn1b/Mfsd6l/C2cd4c/Baiap2l2/Ell/Fgl1/Mymk/H2bc18/Ccdc105/Itga1/Col5a1/Cdkn2a/Lmx1a/Igfbp5/AI593442/Psmg3/Atp2a1/Tmem150a/Npl/Calhm2/Zyg11a/Soat2/Atp2c2/Mcub/Itga11/Nmral1/Ccdc150
HALLMARK_INFLAMMATORY_RESPONSE,173,0.494987144,1.605191083,0.000270765,0.021491299,0.019141405,2370,"tags=25%, list=9%, signal=23%",Has2/Timp1/Sphk1/Csf1/Slc28a2b/Serpine1/Slc28a2/Il2rb/Il6/Il1r1/Chst2/Plaur/Tnfaip6/Nod2/Cdkn1a/Gna15/Abca1/Il4ra/Inhba/Icam4/Cybb/Ifitm1/Adm/Adgre1/Pde4b/Il15/Ly6e/Pik3r5/Csf3r/Tnfrsf1b/Il1b/Klf6/Pcdh7/Adora2b/Lck/Pvr/Clec5a/Ripk2/Cxcl9/Aqp9/Sgms2/Lta/Slc11a2
MEISSNER_BRAIN_HCP_WITH_H3K27ME3,245,0.462637251,1.540093419,0.000272756,0.021559125,0.019201816,3516,"tags=29%, list=13%, signal=25%",Gal/Wt1/Cyp26a1/Fgf3/Ecel1/Gata3/Phox2a/Nags/Slc47a1/Neurog1/Tmem30b/Cdcp1/Epcam/Dmbx1/Gfra3/Mmp2/Crb3/Six2/Cldn7/Prdm13/Draxin/Lhx5/Aebp1/Alx4/Npy/Scarf2/Kdf1/Barx1/Slc18a3/Igf2/Fgf20/Slc30a2/Slc44a3/Lhx1/Scnn1b/Crlf1/Atp2a3/Mfsd6l/Tfap2e/Fgf4/Espn/Hmx2/Ntf5/Irx4/Igfbpl1/Tdrd6/Bcl3/Foxl1/Dmgdh/Myod1/Dlk1/Dmrt1/Wnt2b/Adamts14/Wnt3a/Fam89a/Hoxb9/Cyp24a1/Hmga2/Cblc/Lmx1a/Hnf1b/Wnt3/Cldn3/Marcksl1/Vax2/Irx2/Tlx2/Spint1/Thbs4/Foxd4
GOBP_THIOESTER_BIOSYNTHETIC_PROCESS,47,-0.597038981,-1.867242936,0.000277005,0.021800953,0.019417202,6648,"tags=57%, list=25%, signal=43%",Ppt1/Elovl2/Dld/Elovl1/Acsl4/Dip2a/Acat1/Pdhx/Hsd17b12/Scd2/Acly/Acacb/Pdhb/Rpp14/Acss1/Dlat/Elovl5/Mlycd/Pdk1/Scd1/Pdk4/Pdp2/Pdk2/Pdk3/Pdp1/Acsbg1/Elovl6
GOBP_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,97,0.562957235,1.715199365,0.000278114,0.021800953,0.019417202,8205,"tags=73%, list=31%, signal=51%",Rpl35/Sec63/Rps15a/Rpl7a/Rpl24/Rpl17/Srp19/Rpl13/Rplp0/Rpl12/Rps26/Rps4x/Rpl31/Rps13/Rpl21/Rpl32/Rps19/Rpl18/Rps2/Rps17/Rplp2/Rpl9/Rps16/Rps8/Rpl37a/Rps11/Rps3a1/Rps18/Rps7/Rps3/Uba52/Rpl35a/Rpl5/Rps23/Rpl6/Rpl30/Rpl38/Rpl15/Rpl27/Rpl11/Rpl19/Rpl29/Rps15/Rpl8/Rps14/Rps29/Rpsa/Rpl10/Ssr2/Rps5/Rpl26/Rpl7/Zfand2b/Rps24/Rpl14/Rps10/Rpl10a/Rpl36/Rpl23a/Rplp1/Rpl13a/Rps27a/Rps28/Rps6/Rpl22/Rpl28/Rps12/Rpl18a/Rps20/Rps25/Rpl4
SERVITJA_LIVER_HNF1A_TARGETS_UP,116,0.539499958,1.67030091,0.000283691,0.022146615,0.019725068,2891,"tags=29%, list=11%, signal=26%",Tnfrsf12a/Serpinb1a/Serpine1/Nek2/Tmem98/Ccnb2/Ccnb1/Abcc3/Akr1b8/Ube2c/Cyp2b19/Hmmr/Htra3/Enc1/Asns/Cxcl1/Thbs1/Cdca8/Lepr/Psat1/Adra2a/Tpx2/Slc41a3/Slpi/Lgals1/Afp/Impa2/Ect2/Cdkn1c/Map4k4/Por/Abcb1a/Mogat1/Ucp2
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS,110,-0.456056246,-1.6403397,0.000287125,0.022322805,0.019881994,8366,"tags=60%, list=32%, signal=41%",Ndufb4/Ndufb7/Cox14/Ndufa7/Ndufs7/Ndufa4/Ndufs4/Cox11/Uqcr11/Uqcrc1/Cycs/Ndufb9/Atp5j/Cox5b/Ndufa6/Ndufaf2/Ndufc1/Atp5h/Ndufab1/Ndufs8/Ndufa10/Sco1/Cox7a2l/Atp5o/Ndufa5/Sdhd/Ndufaf5/Etfb/Atp5e/Ndufs2/Ndufv1/Ucp3/Ndufaf3/Atp5b/Atp5a1/Ndufb3/Ndufa11/Atp5g3/Surf1/Ndufa1/Uqcrc2/Cox7b/Ndufb10/Ndufv2/Ndufa9/Acad9/Uqcrfs1/Ndufa12/Ndufa8/Ndufs3/Cyc1/Ndufb8/Ndufb5/Trap1/Tmem126b/Dmac2l/Sdha/Etfdh/Ndufs1/Etfa/Ndufaf7/Ucp1/Lrpprc/Ecsit/Tmem186/Pm20d1
GOMF_IMMUNOGLOBULIN_RECEPTOR_BINDING,35,0.702284733,1.83510995,0.000290487,0.022491983,0.020032673,1763,"tags=14%, list=7%, signal=13%",Trbc2/Fes/Tarm1/Ighg3/Flna
GSE36888_UNTREATED_VS_IL2_TREATED_STAT5_AB_KNOCKIN_TCELL_17H_UP,165,0.498716843,1.610544909,0.000294736,0.022728234,0.020243092,4380,"tags=36%, list=17%, signal=31%",Nts/Flrt3/Ltb4r1/Ier5/Tgfa/Irs2/Cdc6/Plaur/Tnfaip6/Metrnl/Dusp4/H2bc14/Fignl1/Sesn2/Plac8/Fign/Cxcl1/Pfkfb3/Traf1/Rin3/H1f2/Vcam1/Tnfrsf1b/Il1b/Csrnp1/Fgd3/Dusp18/Plscr3/Ell/Fjx1/Ccdc83/Aqp9/Arl8a/Cfap99/H2bc18/Ptges/Cytip/Traf3ip2/Gmfg/Btg1/Sik3/Sla/Mlkl/Rims1/Slamf1/Ccnd3/Slc49a4/Mcemp1/Hspa1a/Rftn1/Myl12b/Sema4c/Myl6b/Pag1/Rhoh/Aph1b/Cyp3a25/Trip10/Slc25a37/Zfyve27
CHEN_LVAD_SUPPORT_OF_FAILING_HEART_UP,94,0.556412322,1.686125139,0.000296739,0.022790036,0.020298136,2696,"tags=30%, list=10%, signal=27%",Atf3/Fosl2/Serpine1/Ankrd1/Ier5/Pla2g5/Irs2/Cdkn1a/Nfil3/Rras2/Snai2/Gadd45g/Mt2/Jun/Cebpd/Plin2/Mthfd2/Cdc42ep4/Glul/Fndc3b/Rgcc/Myom1/Slco4a1/Zbtb16/Per1/Mt1/Cyp4b1/Nckipsd
EGFR_UP.V1_UP,171,0.495110688,1.605572776,0.000301745,0.023032689,0.020514257,4221,"tags=35%, list=16%, signal=29%",Gal/Atf3/Egfr/Phlda1/Loxl2/Pmaip1/Tmem45a/Cyp27b1/Mall/Il1r1/Abcc3/Rhoq/Nfil3/Lpar6/Ell2/Igf2bp2/Dusp4/Il4ra/Inhba/Cebpd/Elk3/Adm/Pde4b/Bace2/Fhod1/Crispld2/Cyp1b1/Fndc3b/Cblb/S100a8/Tnfrsf11b/Bcl3/Slc4a7/Arnt2/Rcan1/Bmp7/Smco4/Il15ra/Nt5c2/Susd6/Rnd1/Casp7/Dusp5/Lpp/Ets2/Gabbr2/Socs2/A2m/Cemip/Tnfaip8/Pdlim7/Dram1/Gk/Iqcg/Tubb2a/Piga/Snapc1/Krt7/Rps6ka3
ZHOU_INFLAMMATORY_RESPONSE_FIMA_UP,411,0.426454416,1.46037515,0.000302327,0.023032689,0.020514257,3944,"tags=28%, list=15%, signal=24%",Sema6a/Cryba2/Has2/Egfr/Stmn4/Pxdc1/Csf1/Liph/Clcf1/Fosl1/Slc28a2b/Serpine1/Slc28a2/Ptx3/Il6/Il1r1/Igfbp3/Plaur/Adcy10/Fscn1/P3h2/Prr15/Ccn5/Krt6a/Dcst2/Eda2r/Tmem217/Zhx2/Plekhh3/Tmprss6/Pappa/Jun/Ptpn1/Sema6c/Ddr2/Ldhal6b/Pnlip/Htra3/Gng4/Serpinb2/Stat5a/Tyro3/Rif1/Cxcl1/Tctn1/Tacc3/Traf1/Hoxb1/Nav2/Map3k19/Pld1/Fut4/Ap3b2/Rel/Abcb9/B4galt5/Shd/Il1b/Rhoj/Wfdc9/Fndc4/Tlnrd1/Vwf/Axdnd1/Nkain3/Ripk2/Drp2/Nova1/Hps4/Enpep/Tab1/Card10/Sgms2/Abl2/Gm13889/Slc6a15/Kxd1/Srgap1/Zfp277/Gpr84/Gad2/Otud7b/Rnf19b/Impg2/Tmc6/Col5a1/Hoxa6/Ehd1/Chrdl2/Evi5l/4930524B15Rik/Myog/Nfkb1/Sez6/Nrap/Pim3/Cd44/S1pr3/Nyx/Creb5/Hspa1b/Pnliprp1/Eif4e/Brinp1/Cemip/Necap2/Hspa1a/Dot1l/Bcl11a/Faap20/Bmp10/Akap1/Mrs2/Efemp1/Dram1
BOQUEST_STEM_CELL_CULTURED_VS_FRESH_UP,387,0.424605002,1.453077764,0.000306224,0.023123983,0.020595569,3717,"tags=29%, list=14%, signal=25%",Atf3/Egfr/Lmo7/Loxl2/Fgl2/Serpine1/Slc1a4/Ier5/Pmaip1/Slc7a5/Grem2/Cfi/Podxl/Man1a/Tnfaip6/Ano1/Myo10/Angptl2/Trib1/Gadd45g/Trib3/Serpina3m/Il6ra/Inhba/Ackr3/Ggt5/Cdk1/Pappa/Ang/Jun/Dkk1/Aebp1/Col18a1/Txnrd1/Nrip1/Dcn/Spry1/Adh1/Ifitm1/Asns/G6pdx/Selenbp2/Cxcl1/Pfkfb3/Rora/Fmo2/Thbs1/Mx2/Colec12/Crlf1/Psat1/Yars/Rel/Cep55/Vcam1/Cyp1b1/Klf6/Tpx2/Slc38a1/Mybl1/Tpm4/Mgp/Gprc5a/Col14a1/Npy1r/Tnfrsf11b/Nova1/Ctss/Lrrc8b/Man1c1/Enpep/Zbtb16/Abi3bp/Oasl1/Lox/Fhl2/Mt1/Cdkn1c/Cyp4b1/Cdh2/Rrad/Il15ra/Peli1/Clmn/Arhgdib/Gm12248/Clec3b/Mars1/Egr1/Septin11/Slc1a1/Uchl1/Ccnl1/Dcx/Kif13b/Rnd1/Gsn/Ddah1/Shmt2/Cd44/Adam12/Hspa1b/Ets2/Atf5/Bhlhe40/Tpst2/A2m/Zc3hav1/Cemip/Prelp/Sema3g/Hspa1a
GRUETZMANN_PANCREATIC_CANCER_UP,348,0.434387303,1.478116616,0.000306258,0.023123983,0.020595569,4870,"tags=30%, list=18%, signal=25%",Atf3/Anxa1/Gadd45a/Rin1/Loxl2/Stom/Serpine1/Lum/Ltbp1/Col1a1/Sdc1/Plaur/Tnfaip6/Bst1/Sfn/Ube2c/S100a11/Mmp2/Ecm1/Fyb/Nnmt/Pcolce/H2bc14/Il4ra/Eps8/Entpd1/Ggt5/Slc2a1/Ptprc/Lama3/Rab31/Txnrd1/Mcm6/Ifi30/Plat/Anxa8/Fap/Mx2/Tspo/Clic1/Vcan/Plau/Slpi/Acvr1/Mgp/Arhgef2/H2bc15/Tsc22d1/Prr13/Fbln2/H2bc18/Ampd3/Dhx9/Parp4/Dock2/Tradd/Grb2/Oas1a/C2/Krt13/Thbs2/S100a10/Gpc1/Trim29/Spint2/Itpr3/Spta1/Igfbp5/Susd6/Emp3/Dyrk2/Dusp5/Smad3/Rhog/Cse1l/Tmsb10/Pnp2/Nup93/Plec/Ralb/Akap1/Inpp1/Myl6b/Stmn1/Gk/Adam10/Afap1/Ccng2/Trip10/Flad1/Plcg2/Pxdn/Dusp6/Cks2/Pgk1/Pfn1/Xpo1/Isg20/Ptgs2/Fabp5/Birc3/Lgmn/Itgb4/Tuba1a
GSE22935_WT_VS_MYD88_KO_MACROPHAGE_48H_MBOVIS_BCG_STIM_DN,189,0.490799456,1.600100254,0.000307182,0.023123983,0.020595569,3868,"tags=31%, list=15%, signal=27%",Anxa1/Galnt9/Bach1/Tes/Il1r1/Prdm1/Epcam/Socs3/Nsg1/Cd244a/Cers6/Rhoc/Tnip2/Cdk6/Il34/Pprc1/Gcfc2/Aebp1/Plin2/Rab31/Cysltr1/Cybb/Plat/Sec24d/Adam19/Rin3/Malt1/Sh3kbp1/Galnt7/Slc6a20a/Clic1/Klf6/Lgals1/Ripk2/Ccsap/Tgfbr1/Cd84/Coro1c/Marchf1/Mob1a/F11r/Lat2/Syne3/Dap/Alox5ap/Vim/Zfp217/Arpc2/Tmem123/Kifc5b/Plpp6/Avpi1/Anxa2/Pnp2/Nhp2/Kdelr1/Tnfaip8/Frrs1/Noc2l
GSE7219_UNSTIM_VS_LPS_AND_ANTI_CD40_STIM_NIK_NFKB2_KO_DC_DN,171,0.494433563,1.603376955,0.000312619,0.023302966,0.020754982,4705,"tags=34%, list=18%, signal=28%",Atf3/Adam8/Phlda1/Fgl2/Fosl2/Cish/Ier5/Slc7a5/Clic4/Cdkn1a/Nfil3/Trib1/Hpgds/Lmnb1/Entpd1/Irf4/Jun/Spry1/Crem/Adam19/Traf4/Pde4b/Fndc3a/Inpp4b/Ly6e/Tnfrsf1b/Slc41a2/Ifitm3/Arid5a/Rnf149/Fmnl3/Znrf1/Mt1/Ern1/Itga1/Rrad/Ehd1/H2ax/Egr1/Ptk2b/Il21r/Dedd2/Rbpj/Ets2/Bhlhe40/Tjp1/Hspa1a/Rftn1/Nedd9/Ly6g5b/Slc3a2/Skil/Pmepa1/Isg20/Slc16a6/Abr/Btg2/Ppp1r15a
GSE19401_NAIVE_VS_IMMUNIZED_MOUSE_PLN_FOLLICULAR_DC_UP,188,0.484982388,1.580099752,0.000313366,0.023302966,0.020754982,4961,"tags=35%, list=19%, signal=29%",Atf3/Bcat1/Tgfbi/Pxdc1/Serpine1/Slc7a5/Prdm1/Cdkn1a/Gna15/Tnfsf14/Dusp4/Vwa8/Rab31/Txnrd1/Heg1/Serpinb2/Crem/Sec24d/Cxcl1/Emp1/Thbs1/Traf1/Mx2/Chn2/Il1b/Clic1/Uap1/Arid5a/Lgals1/Rpl35/S100a8/Bcl3/Usp12/Arnt2/Oasl1/Eif4e2/Atp13a3/Rnf19b/Mapkapk2/Emp3/Marcksl1/Sp110/Dusp5/Nfkb1/Lmna/Pnp2/Zc3hav1/Cemip/Eef1b2/Hspa1a/Dusp1/Tubb2a/Dnajb5/Ckap4/Rplp0/Rps4x/Anpep/P2rx4/Cks2/Btg2/Ppp1r15a/Hmga1/Fabp5/Npc1/Slc16a3/Plod3
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,274,0.45414371,1.524349663,0.000314146,0.023302966,0.020754982,4597,"tags=33%, list=17%, signal=27%",Timp1/Adam8/Col6a5/Itga7/Col7a1/Loxl2/Bmp1/Serpine1/Lum/Lamb3/Ltbp1/Fbln1/Col5a3/Col1a1/Sdc1/Tgfb1/Mmp16/Klk7/P3h2/Bmp4/Casp3/Mmp2/Itgax/Klkb1/Pcolce/Col26a1/Itgam/Tmprss6/Ddr2/Lama3/Col18a1/Dcn/Icam4/Lamc3/Adam19/Thbs1/Adamts1/Vcam1/Vwf/Adam15/Vcan/Lama5/Adamts16/Col14a1/Ctss/F11r/Fbln2/Lox/Klk1b16/Col20a1/Adamts14/Capn13/Capn11/Bmp7/Itga1/Itgb7/Col5a1/Col27a1/Itga5/Lama1/Itgb1/Spp1/Sdc3/Col12a1/Ctsd/Gdf5/Madcam1/Cd44/Adam12/Lamb2/Plod1/Col1a2/Itga11/Emilin3/A2m/Plec/Col16a1/Bmp10/Efemp1/Adam10/Pxdn/Cma1/Vtn/Capn15/Phykpl/Col9a2/Elane/Plg/Fbn2/Ltbp4
HUPER_BREAST_BASAL_VS_LUMINAL_UP,44,0.674227727,1.843563489,0.000314473,0.023302966,0.020754982,2779,"tags=43%, list=11%, signal=39%",Sprr1a/Flrt3/Sdc1/Pthlh/P3h2/Sfn/Nsg1/S100a2/Krt6a/Sprr1b/Krt16/Il1b/Slpi/S100a8/Cxcl14/Ptges/Trim29/Aqp3/Ivl
GSE22601_IMMATURE_CD4_SINGLE_POSITIVE_VS_CD8_SINGLE_POSITIVE_THYMOCYTE_DN,191,0.489930233,1.598710185,0.000317299,0.023420872,0.020859996,5450,"tags=40%, list=21%, signal=32%",Crybg1/Serpinb1a/Csf1/Fosl2/Slfn9/Gzmb/Prdm1/Nfil3/Rras2/Odc1/Nfkbiz/Ikzf4/Mapk6/Sgo1/Pprc1/Slc2a1/Cebpd/Ptpn1/Txnrd1/Pros1/Gbp9/Chd7/Adam19/Emp1/Malt1/Il24/Tnfrsf1b/Cgas/Sgk1/Ifitm3/Abi3/Csrnp1/Adora2b/Pgs1/Nabp1/Rnf149/Frmd6/Aqp9/Ksr1/Adprm/Vps54/Lta/Cytip/Mtmr3/Mapkapk2/Jak2/Cebpb/Mfsd6/Slc49a4/Slc39a1/Gpld1/Apex1/Bhlhe40/Myd88/Gucd1/Tnfaip8/Pcgf5/Bmp2k/Ssh2/Tirap/Pde12/Xaf1/Cldn12/D16Ertd472e/Socs1/Birc3/Slc25a30/Naf1/Gbp4/Hlx/Bcl2l11/Uhrf1bp1l/Yipf6/Ffar2/Dtx3l/Arap2/Sema4d
ALK_DN.V1_UP,118,0.537831756,1.667014944,0.000326235,0.023987133,0.021364341,3704,"tags=37%, list=14%, signal=32%",Cth/Slc7a5/Mpo/Chac1/Il6/Prdm1/Nod2/Bst1/Gna15/Trib3/Mt2/Olfr63/Mthfd2/Chst8/Asns/Stmn2/Fap/Spaca1/Ccl19/Psat1/Pck2/Foxp3/Saa1/Ch25h/Nnat/Fjx1/Cftr/Lyl1/Bmpr1b/Aqp9/Mt1/Begain/Mras/Aqp7/Rras/Spp1/Gdf5/Adam12/Cebpg/Arhgap4/Slamf7/Fbxl8/Slc12a8/Cxcl5
BURTON_ADIPOGENESIS_2,66,0.619653046,1.796013354,0.000328055,0.023995371,0.021371678,3368,"tags=38%, list=13%, signal=33%",Bcat1/Timp1/Sphk1/Xdh/Srxn1/Fosl1/Sdc1/Il1r1/Clic4/Fst/Cad/Tubb3/Rhoj/Tpm4/Gm21992/Spsb1/Ptges/Krt13/Hmga2/Itga5/Slc7a6/Slc6a6/Pa2g4/Avpi1/Ccnd3
GSE45365_NK_CELL_VS_BCELL_UP,188,0.483951095,1.576739741,0.000329715,0.023995371,0.021371678,4463,"tags=31%, list=17%, signal=26%",Atf3/Bcat1/Phlda1/Fosl1/Fgl2/Serpine1/Bach1/Ier5/Slc7a5/Arc/Il6/Tnfaip6/Arhgap8/Mapk6/Cad/Epb41l4a/Pkib/Slc2a1/Sh3bp2/Nufip1/Ifrd1/Enc1/Casp8/Ccl11/Thbs1/Utp20/Vcam1/Csrnp1/Nabp1/Ch25h/S100a8/Fam43a/Cass4/Abl2/Ampd3/Fosb/Xpnpep1/Ptges/Rrad/Rnf19b/Mdn1/Hsp90aa1/Egr1/Spp1/Rnd1/Jak2/Egr3/Mcub/Zc3hav1/Thbd/Dusp1/Slc7a1/Galnt4/Zfp236/Wrnip1/Ier2/Dusp6/Tsr1
BLANCO_MELO_BETA_INTERFERON_TREATED_BRONCHIAL_EPITHELIAL_CELLS_UP,318,0.439422003,1.486029438,0.000330142,0.023995371,0.021371678,3248,"tags=26%, list=12%, signal=23%",Has2/Csf1/Phlda1/Bach1/Ankrd1/Slfn9/Pmaip1/Podxl/Cdcp1/Il6/Cyp27b1/Tgfa/Man1a/Igfbp3/Plaur/Gcnt4/Fst/Socs3/Msx1/Nfkbiz/Abca1/Fyb/Kcnq3/Apod/Dusp4/Tmem217/Inhba/Adrb2/Txnrd1/Stat5a/Rif1/Plat/Cxcl1/Noct/Uba7/Thbs1/Adamts1/Mx2/Zmynd15/Malt1/Lepr/Il15/Il24/Fermt1/Slc41a2/Klf6/Tent5a/Csrnp1/Sdk1/Zbed6/C1rb/Ace2/Dapp1/Usp12/Ctss/Gpat3/Spsb1/Fem1c/Btc/Il16/Themis2/C3/Sgms2/Rictor/Atp10a/Tmem229b/Atp13a3/Itga1/Arhgap29/Rnf19b/Il15ra/Ogfr/Gsdmd/Zcchc2/Nipal1/Ptk2b/Trpv3/Wnt9a/Cd274/Mlkl/Sp110/Casp7/Nectin3
MODULE_5,402,0.423291287,1.448187451,0.000333116,0.024119113,0.02148189,3785,"tags=28%, list=14%, signal=24%",Serpinb1a/Tgfbi/Anxa1/Fosl2/Cited2/Lum/Tnfrsf14/Fbln1/Acp5/Sdc1/Ptx3/Il6/Ppp4r1/Mall/Il1r1/Tgfb1/Tm4sf1/Plaur/Epcam/Anxa3/Socs3/St6galnac4/Cdkn1a/Nfil3/S100a11/Il13ra1/Ccn5/Apod/Serpina3m/Nnmt/Ager/Pcolce/Il4ra/Nrgn/Cldn7/Itgam/Lpxn/Cyp2b19/Ptprc/Plin2/Rab31/Heg1/Igfbp6/Adh1/Cybb/Ackr1/Cxcl1/Adm/Adam19/Thbs1/Tgfbr2/Mx2/Ighg3/Was/Csf2rb2/Mvp/Lst1/Csf3r/Csrp1/Tnfrsf1b/Cyp1b1/Il1b/Dlc1/Vwf/Vcan/Lama5/Slpi/Flna/Gprc5a/Zyx/Il2rg/S100a8/Ptprk/Bcam/Per1/Ncf4/Alox5ap/Itpr1/Cyp4b1/Dmbt1/C2/Gmfg/Arhgdib/Pdxk/Angpt1/Aqp3/Rac2/Clec3b/Itpr3/Msln/Emp3/Rras/Mndal/Pirb/Sla/Slc39a7/Rhog/Cd44/Lamb2/Anxa2/Pnp2/Arhgap4/Ets2/Cfd/Orm2/Col1a2/Hcls1/Cd52/Ramp2/Plec/Rftn1/Slco2b1
GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE,69,0.61302016,1.785047162,0.000335222,0.024179316,0.02153551,2560,"tags=22%, list=10%, signal=20%",Wfdc3/Pla2g1b/Trf/Nod2/Klk7/H2bc14/Ang/H2-T23/Rnase6/Wfdc9/Slpi/H2bc15/Klk1b16/H2bc18/Dmbt1
WP_MIRNA_REGULATION_OF_DNA_DAMAGE_RESPONSE,69,0.612601352,1.783827639,0.000341488,0.024537952,0.021854933,3368,"tags=32%, list=13%, signal=28%",Gadd45a/Pmaip1/Ccnb2/Ccnb1/Sfn/Cdkn1a/Casp3/Gadd45g/Chek2/Chek1/Cdk6/Cdk1/Mdm2/Casp8/Ccng1/Bbc3/E2f1/Creb1/H2ax/Pidd1/Apaf1/Ccnd3
GSE9988_LPS_VS_VEHICLE_TREATED_MONOCYTE_DN,189,0.48890118,1.593911511,0.000345239,0.024713907,0.022011648,5284,"tags=37%, list=20%, signal=29%",Cx3cr1/Tgfbi/Nags/Acp5/Pfkfb4/Peg12/Cmtm3/Cxcl16/Plekho2/Tmem121b/S100a11/Ctsh/Ccr2/Rab31/Nlrp12/Enc1/Casp8/Pou2f1/Ifi30/Arap1/Tacc3/Evi2a/Twf2/Glul/Tmbim1/Clic1/Spidr/Map7d1/Lgals1/Plekho1/Lyl1/Prr13/Smarcal1/Wbp1l/Cytip/Pagr1a/Mpeg1/Fam214b/Orai3/Rgs19/Champ1/Ppp1r18/Wipi2/Rhog/Usp19/Dusp7/Calhm2/Atf5/Rab11fip4/Ubac1/Arhgap22/Bmf/Rap2b/Ranbp6/Rps6ka1/Apobr/Tyrobp/Ctdsp1/Nelfa/Nlrc4/Unc45a/Ttc7/Dstyk/Heca/Fam89b/Daglb/Stk24/Ncor2/Csk
GSE17721_POLYIC_VS_PAM3CSK4_12H_BMDC_UP,185,0.485460475,1.582177579,0.000350258,0.02497895,0.022247711,4273,"tags=31%, list=16%, signal=26%",Tnfrsf12a/Nts/Ppp4r1/Efna4/Plekho2/Sfn/Cdkn1a/Apod/St14/Tifa/Selplg/Phgdh/Rnh1/Cdc42ep4/Iffo2/Pfkfb3/Slc15a4/Ptgdr2/Arl4c/Ccl19/Rel/Slc9a1/Lactb/Slc41a3/Fzr1/Col14a1/Il2rg/Igfbpl1/Vgll4/Kdm3b/Lat2/Bhlhe41/Plekhf2/Sh3rf1/Gnaz/Itgb7/Cdyl/Cblc/Aqp3/Nlgn2/Spint2/Nudt9/Ccnl1/Casp7/Apool/Prkx/Cln8/Col1a2/Amdhd1/Cemip/Gucd1/Il10ra/Nat2/Th/Dnttip1/Tab2/Trip10
