Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalues,rank,leading_edge,core_enrichment
CAIRO_HEPATOBLASTOMA_DN,239,0.469137732,1.560404158,0.000192356,0.018064294,0.016089115,4354,"tags=33%, list=17%, signal=28%",Cyp26a1/Inhbb/Pxdc1/Xdh/Cth/Serpine1/Grem2/C9/Igfbp3/Ano1/Nfil3/Agxt/Glyat/Trib1/Ecm1/Gadd45g/Nnmt/Slc27a5/Shbg/Il4ra/Zg16/Anxa10/Cyp2b19/Ang/Gcgr/Adh1/Dhtkd1/Crem/Ppargc1a/Dhrs1/Adm/Slc27a2/F9/Abcb11/Lepr/Kmo/Mfap3l/Pck2/Hgfac/Akr1d1/Klf6/Tent5a/Myom1/Slpi/Rnf125/C1rb/Dnase1l3/Man1c1/Cxcl14/Fahd2a/Mt1/Lyve1/Got1/Sardh/Masp2/Aqp3/Faah/C8g/Clec1b/Cyp39a1/Tsku/Slc1a1/Habp2/Acads/Mat1a/Prodh/Ets2/Gpld1/Socs2/Nnt/Rcl1/Inpp1/Agpat2/Pth1r/Mcl1/Slc46a3/Map3k14/Aldob/Gpd1
GSE6269_FLU_VS_STAPH_AUREUS_INF_PBMC_DN,152,0.516095201,1.646652676,0.000193775,0.018107972,0.016128017,4541,"tags=33%, list=17%, signal=27%",Timp1/Serpinb1a/Slc15a3/Plaur/Nod2/Fscn1/Bst1/Socs3/Cdkn1a/Lgals3/Nfil3/Gna15/Cd63/Sbno2/Prrg4/Ifi30/Adm/Fut4/Pira2/Csf3r/Glul/Slc11a1/Vcan/Zyx/S100a8/Tle3/Impa2/Ncf4/Riok3/Vim/C2/Rnf19b/S100a10/Clec7a/Egr1/Ctsd/Cebpb/Npl/Creb5/Cpd/Gk/Ckap4/Tlr2/Vamp3/Anpep/P2rx4/Fpr1/Csf2ra/Mpp1/Gng10
SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM3,69,0.622848401,1.813665915,0.000201079,0.01869839,0.016653878,1950,"tags=30%, list=7%, signal=28%",Tubb6/Tnfrsf12a/Serpine1/Col1a1/Ccnb1/Ube2c/Rhoc/Cdkn2b/Phgdh/Jun/Aebp1/Prom1/Galnt6/Mcm6/Tgfbr2/Ifi27l2a/Psat1/Pck2/Slpi/Afp/Igdcc4
GOBP_HORMONE_TRANSPORT,277,0.462073455,1.550466589,0.000202501,0.018738729,0.016689806,3543,"tags=26%, list=13%, signal=23%",Crh/Gal/Sox11/Egfr/Inhbb/Anxa1/Gata3/Acvr1c/Ildr2/Vgf/Slc7a5/Rab11fip5/Ffar1/Il6/Irs2/Ano1/Hnf4a/Ucn/Slc22a26/Rasl10b/Grp/Inhba/Tiam1/Adcyap1/Slc2a1/Dpp4/Doc2b/Enho/Ffar3/Pomc/Ptprn/Adm/Chd7/Pask/Cckar/Rest/Pck2/Itpr2/Il1b/Adra2a/Ren1/Nmu/Fam3b/Zbed6/Nnat/Pfkfb2/Slco4a1/Cftr/Sct/Gcg/Itpr1/Nr1h4/Cd38/Nlgn2/Creb1/Hnf1b/Itpr3/Agt/Ucp2/Myrip/Tacr2/Rab11fip1/Spp1/Jak2/Niban2/Pim3/Cacna1a/Ccdc186/Vip/Gpld1/Ghrhr/Rab11fip2
GSE9988_ANTI_TREM1_VS_VEHICLE_TREATED_MONOCYTES_DN,190,0.494784591,1.613196837,0.000204231,0.018807135,0.016750733,5189,"tags=39%, list=20%, signal=31%",Tgfbi/Nags/Acp5/Peg12/Cmtm3/Cxcl16/Ctsh/Ccr2/Sun2/Arrb1/Nlrp12/Cybb/Mapk14/Pou2f1/Usb1/Nfam1/Tacc3/Tgfbr2/Evi2a/Pik3r5/Twf2/Mavs/Ankrd13a/Clic1/Ulk1/Map7d1/Lgals1/Bcl3/Mideas/Smarcal1/Wbp1l/Syne3/Tradd/Grb2/Cytip/Mpeg1/Akna/Tnrc18/Rgs19/Pirb/Wipi2/Marcksl1/Mrtfb/Smad3/Rhog/Usp19/Dusp7/Ctnnd1/Calhm2/Efhd2/Atf5/Myd88/Arhgap22/Gapt/Il10ra/Sap30/Ifngr2/Bmf/Ccng2/Rps6ka1/Ube4b/Gimap1/Lrg1/Pou2f2/Cfp/Stk38/Ndst1/Ikbke/Ttc7/Dstyk/Heca/Fam89b/Daglb/Stk24
ELVIDGE_HYPOXIA_UP,157,0.512125216,1.641571588,0.000205432,0.018826345,0.016767842,5452,"tags=43%, list=21%, signal=34%",Atf3/Sox9/Egfr/Tgfbi/Loxl2/Serpine1/Cited2/Tmem45a/Igfbp3/Plaur/Nfil3/S100a2/Ccn5/Dsc2/Slc2a1/Ang/Jun/Plin2/Artn/Plac8/Spry1/Pfkfb3/Adm/Scnn1b/Wsb1/Cyp1b1/Klf6/Adora2b/Zfp395/Gprc5a/Dpysl4/Gys1/B3gnt4/Slco4a1/Lox/Itpr1/Hilpda/Spag4/Orai3/Igfbp5/Egr1/Sh3gl3/Eno2/Rbpj/Bhlhe40/Cemip/Tnfaip8/Dusp1/Klhl24/Cavin1/Krt7/Ccng2/Srpx/Pxdn/Pgk1/Isg20/Adgre5/Kdm4b/Nol3/Car9/Dst/Ndrg1/Daam1/Stc2/Yeats2/Limch1/Angptl4
REACTOME_HCMV_EARLY_EVENTS,115,0.532736079,1.646888489,0.000208041,0.018964501,0.016890892,4024,"tags=29%, list=15%, signal=24%",Tubb6/Egfr/H4c18/H4c17/H4c4/H4c9/H2bc14/Tubb3/H3c8/H2ac21/Tubb2b/H4c12/H3c15/Tuba1c/Nup160/H4c8/Nup210/H2bc15/H2ac7/H2bc18/H2ac11/Nup37/Creb1/Itgb1/Nfkb1/Nup155/Tbl1xr1/H2ac15/H4c14/Nup85/Nup93/H2aj/Tubb2a
HP_LACTIC_ACIDOSIS,140,-0.438274012,-1.627717536,0.000209569,0.018964501,0.016890892,8193,"tags=65%, list=31%, signal=45%",Mrps14/Fh1/Phka2/Ndufs7/Suclg1/Ndufa4/Ndufs4/Nfu1/Ndufb9/Tmem70/Ndufa6/Ndufaf2/Slc25a13/Pdha1/Ndufs8/Ndufa10/Ndufaf5/Atp5e/Mrps16/Bckdha/Ndufs2/Ndufv1/Ndufaf3/Ndufb3/Slc25a4/Dguok/Ndufa11/Dld/Coq8a/Surf1/Trnt1/Ndufa1/Ndufb10/Pcca/Ethe1/Ndufv2/Acad9/Naxe/Uqcrfs1/Pus1/Ndufs3/Sfxn4/Pdhx/Pmpca/Slc25a19/Rrm2b/Slc3a1/Cyc1/Agk/Pccb/Taz/Yars2/Lipt1/Phkg2/Gatb/Bcs1l/Pdss2/Pdhb/Hsd17b10/Gatc/Coa8/Tmem126b/Mipep/Tk2/Sucla2/Mpv17/Serac1/Dnm1l/Usp18/Coq2/Iba57/Sdha/Dlat/Nadk2/Ppm1b/Ndufs1/Lyrm4/Bola3/Mlycd/Fbxl4/Foxred1/Prepl/Hadhb/Pygl/Iscu/Dbt/Lrpprc/Fars2/Pcx/Pdp1/Fbp1
GSE30971_CTRL_VS_LPS_STIM_MACROPHAGE_WBP7_KO_4H_UP,164,0.507713558,1.638472081,0.000209939,0.018964501,0.016890892,4819,"tags=41%, list=18%, signal=34%",Bcat1/Serpinb1a/Lamb3/Cish/Ier5/Ptx3/Il6/Tgfa/Tm4sf1/Tnfaip6/Myo10/Socs3/Ell2/Abca1/Basp1/Mcoln2/Steap1/Plac8/Map3k20/Plat/Mir155hg/Pfkfb3/Cracd/Adam19/Adgre1/Zfp319/Flt1/Pld1/Tnfrsf1b/Vnn3/Usp12/Slco4a1/Fjx1/Aqp9/Gm13889/Slc11a2/Ppp1r3b/Gjb2/Traf3ip2/Ehd1/Ankrd33b/Strip2/Acvr1b/Cd274/Slamf1/Ets2/Mcemp1/Socs2/Cemip/Stk26/Rftn1/Gramd1a/Gk/Lcor/Hdac9/Rassf8/Trip10/Slc25a37/Tmem39a/Gpr137b/Osbpl8/F3/Baalc/Socs1/Irak3/Ptgs2/Svil/Npc1
GOBP_NUCLEOSIDE_BISPHOSPHATE_METABOLIC_PROCESS,122,-0.454144233,-1.643350429,0.000212769,0.019066596,0.016981824,6884,"tags=51%, list=26%, signal=38%",Hsd17b4/Dbi/Pank1/Ppt1/Hmgcl/Pmvk/Elovl2/Acsm2/Dld/Elovl1/Kynu/Oxsm/Suclg2/Acsl4/Dip2a/Acat1/Far2/Hmgcr/Pdhx/Papss2/Tpst1/Far1/Mcee/Hsd17b12/Hmgcs2/Scd2/Acly/Gpam/Acacb/Pdhb/Rpp14/Hmgcs1/Acss1/Acot13/Sucla2/Nudt7/Dlat/Elovl5/Acot3/Mlycd/Acot10/Pdk1/Scd1/Pdk4/Sult1a1/Pdp2/Pdk2/Bpnt2/Abhd14b/Slc26a2/Enpp1/Pdk3/Acsm5/Mccc2/Them5/Pdp1/Acsbg1/Elovl6/Sult2a5/Pank4/Acot12/Pipox
HENDRICKS_SMARCA4_TARGETS_UP,49,0.652358635,1.810822485,0.00021308,0.019066596,0.016981824,3397,"tags=41%, list=13%, signal=36%",Crybg1/Gadd45a/Loxl2/Fosl2/Cdkn1a/Ephb2/S100a2/Mfge8/Ctsh/Mt2/Jun/Arl4c/Lgals1/Fhl2/Mt1/Itga5/Agt/Emp3/Thy1/Lmna
SMITH_TERT_TARGETS_UP,137,0.526755785,1.662488312,0.000216879,0.019259574,0.017153701,5102,"tags=31%, list=19%, signal=25%",Atf3/Egfr/Adam8/Cth/Tgif1/Cdc6/Epcam/Nfil3/Eps8/Trpc1/Aars/Cebpd/Mthfd2/Asns/G6pdx/Cxcl1/Etv6/Cblb/Dap/Got1/Cdkn2a/Dr1/Mars1/Zfp110/Nfkb1/Slc39a7/Shmt2/Cebpg/Smad1/Dusp1/Gk/Srp19/Piga/Psmd9/Hyou1/Ptgs2/Dynlt1b/Npc1/Uvrag/Mapk9/Ppp2r2a/Nelfe
JINESH_BLEBBISHIELD_TRANSFORMED_STEM_CELL_SPHERES_UP,160,0.509866134,1.638512115,0.000217267,0.019259574,0.017153701,4053,"tags=31%, list=15%, signal=27%",Sprr1a/Anxa1/Tgif1/Srxn1/Serpine1/Lamb3/Mall/Igfbp3/Akr1b8/Fscn1/Odc1/Fyb/Slc14a1/Zbtb7c/Anxa10/Mt2/Txnrd1/Anxa8/Emp1/Thbs1/Mx2/Slc23a3/Cyp1b1/Klf6/Rgcc/Pcdh7/Slc16a5/Gpat3/Mt1/Parp4/Ptges/Oas1a/Mlph/Wipi2/Spp1/Cables1/Smad3/Cd44/Mfsd6/Anxa2/Hspa1b/Efhd2/Cemip/Plec/Ftl1/Hspa1a/Lypd3/Agpat2/Gk/Ifngr2
SMIRNOV_RESPONSE_TO_IR_2HR_UP,48,0.662421038,1.837550366,0.000219687,0.019350348,0.017234549,3108,"tags=38%, list=12%, signal=33%",Atf3/Sox9/Gadd45a/Fosl1/Ier5/Pmaip1/Phlda3/Cdkn1a/Jun/Mdm2/Aen/Bbc3/Sgk1/Nup160/Rrad/Rnf19b/H3f3b/Rab11fip1
BASAKI_YBX1_TARGETS_UP,254,0.468985051,1.568420318,0.000220331,0.019350348,0.017234549,3656,"tags=26%, list=14%, signal=23%",Tubb6/Kif22/Tnfrsf12a/Cth/Prc1/Nek2/Slc7a5/Ccnb2/Ccnb1/Cdc6/Krt80/Sfn/Anxa3/Ube2c/Snai2/S100a2/Bdnf/Knstrn/Cad/Chek1/Cdk1/Mt2/Pola2/Dkk1/Adrb2/Plac8/Zfp367/Crem/Cdca3/Anxa8/Jpt1/Tk1/Cenpn/Ddx39a/Thbs1/Espl1/Spc24/Cdca8/Pdcd2/Gtse1/Cep55/Tpx2/Dlc1/Nmu/Mybl1/Tpm4/Flna/Frmd6/Rangap1/Galnt2/Mt1/Dhx9/Kpna2/Rrad/Dr1/Mars1/Rras/Ska2/Smg5/Kif20a/Mis18a/Ccnd3/Nsd2/Shcbp1/Mcm5/Nup93/Zfp185
GOBP_KERATINOCYTE_DIFFERENTIATION,214,0.483026675,1.589118998,0.000223255,0.019516775,0.017382779,3429,"tags=21%, list=13%, signal=18%",Sprr1a/Anxa1/Lce1f/Fosl2/Tchh/Krt76/Cyp27b1/Clic4/Krt80/Sfn/Casp3/Krt17/Krt6a/Dsc2/Sprr1b/St14/Krt4/Pkp2/Krt16/Cd109/Krtap4-16/Dsg4/Cdsn/Kdf1/Krt24/Flg/Jup/Krt2/Krt73/Krt79/Dsg3/Il20/Lce6a/Krt13/Aqp3/Ivl/Krt14/Prss8/Dsc1/Lats1/Exph5/Foxn1/Rbpj/Lipk/Krt71
GOMF_CYTOKINE_ACTIVITY,168,0.49982992,1.619245751,0.000226411,0.019683404,0.017531189,3128,"tags=29%, list=12%, signal=25%",Timp1/Inhbb/Csf1/Clcf1/Bmp1/Grem2/Cmtm3/Il6/Cxcl16/Tgfb1/Bmp4/Il27/Tnfsf14/Ccl21a/Inhba/Wnt4/Il34/Il21/Cxcl12/Ccl11/Cxcl1/Ccl19/Il15/Crlf1/Il24/Il1b/Fam3b/Il17b/Wnt5b/Gdf3/Inhbc/Tnfrsf11b/Wnt8a/Cxcl9/Il16/Il36rn/Cxcl14/Wnt2b/Lta/Il20/Wnt3a/Cmtm8/Bmp7/Lefty1/Wnt3/Cer1/Wnt9a/Spp1
DESCARTES_FETAL_ADRENAL_CSH1_CSH2_POSITIVE_CELLS,126,0.533478761,1.671227352,0.000227236,0.019683404,0.017531189,1683,"tags=25%, list=6%, signal=23%",Slc6a4/Atf3/Tnfrsf12a/Anxa1/Serpine1/Slc47a1/Dusp9/Tmem247/Sdc1/Anxa3/Slc13a4/Pappa2/Dnai2/Hsd3b3/Serinc2/Inhba/Cldn7/Clic5/Pappa/Pkib/Trappc14/Mcoln3/Serpinb2/Gsta3/Noct/Ap1m2/Synb/Kmo/1700016H13Rik/Cnksr1/Fam3b
GOCC_CORNIFIED_ENVELOPE,37,0.711527527,1.882503407,0.000228287,0.019684588,0.017532244,3203,"tags=41%, list=12%, signal=36%",Sprr1a/Anxa1/Lce1f/Tchh/Dsc2/Sprr1b/Pkp2/Dsg4/Cdsn/Flg/Jup/Krt2/Dsg3/Ivl/Dsc1
GOMF_GROWTH_FACTOR_ACTIVITY,129,0.529298395,1.665345406,0.000234247,0.0200598,0.017866429,3930,"tags=34%, list=15%, signal=29%",Timp1/Fgf3/Inhbb/Csf1/Clcf1/Bmp1/Fgf15/Vgf/Fgf11/Il6/Tgfa/Tgfb1/Bmp4/Fgf16/Bdnf/Pdgfd/Inhba/Il34/Cxcl12/Dkk1/Artn/Cxcl1/Igf2/Fgf20/Fgf4/Ntf5/Gdf3/Inhbc/Btc/Bmp7/Clec11a/Gmfg/Lefty1/Pdgfc/Agt/Gdf5/Rabep2/Thbs4/Gdnf/Mdk/Bmp10/Pgf/Ngf/Efemp1
GSE43955_10H_VS_60H_ACT_CD4_TCELL_DN,181,0.488622898,1.589435676,0.000235389,0.0200598,0.017866429,4046,"tags=30%, list=15%, signal=26%",Kif22/Cckbr/Crybg1/Serpinb1a/Tgfbi/Phlda1/Tgif1/Cmtm3/Irs2/Myo10/Irf4/Basp1/Robo3/Mcoln2/H2-T23/Serpinb2/Ppargc1a/Selenbp2/Plat/Rest/Cd79a/Saa1/Cyp1b1/Glipr2/Rgcc/Adora2b/Rnf38/Zyx/Spsb1/Fbln2/Pth/Adprm/Rcan1/Fosb/Lyve1/Cytip/Gmfg/Hk1/Ptk2b/Dcx/Map6/Lamb2/Krt71/N4bp1/Phtf1/Col1a2/Top2b/Ank/Tnfaip8/Frrs1/Dusp1/Faap20/Bmp2k/Cavin1/Traf5
RODWELL_AGING_KIDNEY_UP,451,0.422604633,1.454291168,0.000235811,0.0200598,0.017866429,5763,"tags=39%, list=22%, signal=31%",Cx3cr1/Timp1/Adam8/Tgfbi/Lum/Slc15a3/Slfn9/Col1a1/Trbc2/Cmtm3/Islr/Mall/Cxcl16/Il17ra/Fscn1/Socs3/Nfkbiz/Rrp12/Mfge8/Fyb/Trim47/Nnmt/Inhba/Ggt5/Selplg/Cfb/Ptprc/Tmem43/C4b/Aebp1/Rab31/Prom1/H2-T23/Rnase6/1700017B05Rik/Ifitm1/Asns/Cxcl1/Dok3/Pgghg/5031439G07Rik/Rin3/Parvg/Arl4c/Evi2a/AA467197/Fhod1/Ly6e/Trim30a/Mvp/Lst1/Dpp3/Vcam1/Ms4a6c/Gabrp/Glipr2/Adra2a/Clic1/Vcan/Ikzf1/Il17b/Rnf125/Plekho1/C1rb/Shank2/Col14a1/Sting1/Rpl35/Tnfrsf11b/Syngr2/Sympk/Coro1c/Marchf1/Carhsp1/Themis2/Micall2/Abracl/Cxcl14/Bhlhe41/Dock2/Vim/Kxd1/Mras/Fxyd5/Itga1/Clec4a3/Mpeg1/Tmc6/Col5a1/Cd38/Col27a1/Gmfg/Arhgdib/Jaml/Clec7a/Dgkq/Vopp1/Rac2/Akna/Tagln2/Slc6a6/Itpr3/Rarres1/Emp3/Rgs19/Cldn3/Arhgap25/Ppp1r18/Ldlrap1/Tmsb10/Ccnd3/Rps27l/Anxa2/Nt5e/Calhm2/Col1a2/Hcls1/A2m/Fau/Trim34a/Rftn1/Il10ra/Dram1/Gabbr1/Slc46a3/Runx2/Rps6ka1/Lix1/Pxdn/Rpl12/Tyrobp/Pgls/Svep1/Pfn1/Rab34/Adgre5/Wdr46/Slc40a1/Rps19/Krtcap2/Tpm3/Rpl18/Birc3/Rps2/Tuba1a/Rplp2/Myof/Milr1/Plod3/Trim30d/Cybc1/Ikbkb/Rbp1/Vsir/Vars/Dtx3l/Aatf/Chpf2/Rpl35a/Bcl2a1a/Tnfaip2/Mthfd1l/H2-DMa/Axl/Psmb8/Cd1d1/Calhm6/Nub1/Rpl27/Rab3gap1/Rgs1/Mgat1/Htatip2/Col3a1
GSE34392_ST2_KO_VS_WT_DAY8_LCMV_EFFECTOR_CD8_TCELL_DN,187,0.485920583,1.5825799,0.000237257,0.02007537,0.017880296,4282,"tags=34%, list=16%, signal=28%",Atf3/Csf1/Phlda1/Srxn1/Procr/Fosl2/Flrt3/Slc15a3/Sdc1/Il2rb/Il6/Zswim4/Plekho2/Nfkbiz/Dusp4/Zhx2/Smpdl3b/Pik3cb/Slc2a1/Lonrf1/Ccl11/Cxcl1/Pcnx/Traf1/Malt1/Kpna3/Saa1/Il1b/Fndc3b/Uap1/Plau/Clec5a/Traf3/Il2rg/Ripk2/Card19/Bcl3/C3/Ncf4/Rcan1/Ppp1r3b/Gpr84/Hilpda/Tent5c/Tagln2/Egr1/Marcksl1/Jak2/Dyrk2/Lats1/Dusp5/Cebpb/Tma16/Mcemp1/Arhgap22/Fabp3/Dusp1/Ralgds/Fxyd2/Atf4/Skil/Tlr2/Slc7a8
HALLMARK_ALLOGRAFT_REJECTION,181,0.488328993,1.588479637,0.000238111,0.02007537,0.017880296,3666,"tags=27%, list=14%, signal=23%",Egfr/Bcat1/Timp1/Inhbb/Csf1/Gzmb/Il2rb/Il6/Tgfb1/Fyb/Ccr2/Cd247/Il4ra/Mbl2/Inhba/Irf4/Prkcg/Aars/Ptprc/H2-T23/H2-Ob/Ccl11/Ccr5/Ccl19/Il15/Was/Cd79a/Il1b/Lck/Flna/Il2rg/Ripk2/Bcl3/Cxcl9/Sit1/Ctss/Il16/Ncf4/C2/B2m/Cdkn2a/Glmn/Jak2/Thy1/Ccnd3/Akt1/Map3k7/Hcls1/Rpl3l
DESCARTES_FETAL_CEREBELLUM_MICROGLIA,465,0.416977215,1.438077886,0.000242993,0.020362385,0.018135929,4537,"tags=33%, list=17%, signal=28%",Cx3cr1/Batf3/Csf1/Slc15a3/Slfn9/Kbtbd12/Cdcp1/Il6/Cyth4/Cxcl16/Il17ra/Timd2/P3h2/Cdkn1a/Pter/Lgals3/Ermap/Gna15/Nfkbiz/Hpgds/Ell2/Itgax/Fyb/Tnfsf14/Spn/St14/Il6ra/Tmem119/Entpd1/Selplg/Itgam/Dennd1c/Cfb/Ptprc/Steap1/Adrb2/Cysltr1/Cd180/Galnt6/Rnase6/Wdfy4/Dpp4/Cybb/Snx20/Stat5a/Dok3/Nfam1/Rasal3/Sfmbt2/Rin3/Mx2/Parvg/Zmynd15/Pld1/Gldn/Kcnj5/Was/Csf2rb2/Trim30a/Pik3r5/Lst1/Pck2/Pira2/Alpk1/Csf3r/Ms4a6c/Slc17a9/Il1b/Blnk/Ly96/Slc11a1/Ikzf1/Arid5a/Nabp1/Ch25h/P2rx1/Siglecg/Pla2g15/Tmem144/Dapp1/Ptcra/Slc2a5/Ctss/Cd84/Ccr3/Fgl1/C3/Ncf4/H2bc18/Cass4/Ampd3/Bhlhe41/Tmigd3/Dock2/Myo7a/Alox5ap/Arl5c/Lyve1/Scimp/Cytip/Gpr84/C2/Mpeg1/Plcb2/Cdkn2a/Clec7a/Rac2/Ucp2/Mndal/Pirb/Arhgap25/Cd274/Spp1/Def6/Arhgap9/Sall1/Rasl10a/Npl/Egr3/Tbc1d22a/Kcnk13/Hsd17b14/Arhgap4/Cfd/Hcls1/Spns3/Ftl1/Trim34a/Ank/Tasl/Skap2/Il10ra/Bmp2k/Rhoh/Cacna2d4/Gdpd4/Ctsz/Fgd2/Tagap/Tlr2/Serpinf1/Mepe/Rab3il1/Plcg2/Lpcat2/Apobr/Tyrobp/Fpr1/Anxa4/Nlrc4/Cd68/Lrrk1/C5ar2/Csf2ra
SENGUPTA_NASOPHARYNGEAL_CARCINOMA_WITH_LMP1_DN,142,0.525843712,1.663805848,0.000243662,0.020362385,0.018135929,3145,"tags=32%, list=12%, signal=29%",Sprr1a/Nts/Frem2/Trf/Krt6a/Sprr1b/Serpina3m/Nnmt/Grin2a/Krt4/Cfb/Mmp28/Mcoln3/Cd109/Pros1/Prom1/Icam4/Rdh10/Krt24/Anxa8/Efhb/Rorb/Rab40b/Mfap3l/Gabrp/Dmkn/Mybl1/Mpp7/Npy1r/S100a8/Dnase1l3/Abi3bp/Slc6a15/Elf5/Gjb2/Rrad/Dner/Col27a1/Abcb1a/Jaml/Lama1/Rarres1/Msln/Krt14/Slc6a13/Dcx
WIEDERSCHAIN_TARGETS_OF_BMI1_AND_PCGF2,51,0.656922588,1.838974177,0.00024584,0.020376544,0.01814854,1406,"tags=35%, list=5%, signal=33%",Gal/Gadd45a/Fosl1/Bmp1/Podxl/Plaur/Pthlh/S100a2/Inhba/Cdk6/Pappa/Jun/Plat/Adm/Adam19/Ccdc80/Nav2/Crispld2
GSE46606_UNSTIM_VS_CD40L_IL2_IL5_1DAY_STIMULATED_IRF4HIGH_SORTED_BCELL_DN,184,0.500261827,1.627284679,0.000245979,0.020376544,0.01814854,3498,"tags=29%, list=13%, signal=26%",Itpkc/Gadd45a/Phlda1/Clcf1/Tgif1/Fosl1/Cited2/Bach1/Slc15a3/Ier5/Il6/Cxcl16/Irs2/Prdm1/Socs3/Cdkn1a/Odc1/Nfkbiz/Trib1/Basp1/Jun/Ifrd1/Serpinb2/Mdm2/Shq1/Rasef/Adm/Traf1/Spaca1/Pde4b/Tnfrsf1b/Aipl1/Il1b/Csrnp1/Adora2b/Sertad1/Ampd3/Lta/Stk40/Filip1l/Rrad/Rnpc3/Paxbp1/Ehd1/Ywhag/Egr1/Nudt9/Zfp317/Marcksl1/Dusp5/Pim3/Bloc1s3/Ccdc186/Ets2
GOBP_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION,41,0.685607908,1.857733644,0.000248334,0.02048212,0.018242572,1653,"tags=29%, list=6%, signal=27%",Sox9/Has2/Il6/Tgfb1/Fscn1/Angptl7/Ddr2/Aebp1/Dpp4/Fap/Tnfrsf1b/Rgcc
GOBP_REGULATION_OF_CELL_CELL_ADHESION,374,0.430056529,1.466477079,0.000249845,0.020517602,0.018274174,3489,"tags=24%, list=13%, signal=21%",Has2/Adam8/Anxa1/Fgl2/Gata3/Cited2/Tnfrsf14/Podxl/Il6/Tgfb1/Pla2g2d/Plaur/Nod2/Epcam/Bmp4/Lgals3/Casp3/Nfkbiz/Tnfsf14/Ager/Spn/Ccl21a/Ccr2/Il4ra/Il20rb/Wnt4/Il21/Arg1/Cxcl12/Ptprc/H2-T23/Cdsn/Dpp4/Tarm1/Mapk14/Igf2/Adam19/Rasal3/Tgfbr2/Erbb2/Malt1/Ccl19/Il15/Fut4/Piezo1/Foxp3/Vcam1/Il1b/Gnrh1/Rgcc/Cblb/Lck/Mad2l2/Mdga1/Lgals1/Pycard/Btla/Ripk2/Dlg5/Stat5b/Fgl1/F11r/Zbtb16/Wnt3a/Grb2/Bmp7/Fxyd5/Gli3/Scrib/Foxa1/Peli1/Dusp10/Akna/Ap3d1/Spint2/Pcdh8/Spta1/Glmn/Pirb/Shh/Cd274/Jak2/Cd5/Thy1/Cebpb/Cd44/Egr3/Sart1/Pnp2/Akt1/Pawr
GOMF_NEUROPEPTIDE_RECEPTOR_BINDING,31,0.729129942,1.867465441,0.000251209,0.020540635,0.018294689,1681,"tags=35%, list=6%, signal=33%",Crh/Gal/Cckbr/Nts/Ucn/Adcyap1/Npy/Hcrt/Pomc/Pmch/Nmu
GSE9988_ANTI_TREM1_VS_VEHICLE_TREATED_MONOCYTES_UP,163,0.509046723,1.639883714,0.000252324,0.020543252,0.01829702,4819,"tags=42%, list=18%, signal=35%",Tubb6/Csf1/Srxn1/Fosl1/Chac1/Spag5/Il1r1/Cdkn1a/Trib1/Tnfsf14/Dusp4/Ly9/Tmem217/Mapk6/Inhba/Mt2/Sesn2/Jun/Hecw2/Txnrd1/Cxcl1/Cradd/Fndc3a/Rab7b/Sgk1/Csrnp1/Uap1/Tlnrd1/Gprc5a/Gla/Zbtb21/Gars/Nrip3/Slco4a1/Coro1c/Lrrc8b/Sgms2/Fnip2/Abl2/Mt1/Rrad/Akirin2/Snupn/Spp1/Dusp5/Klhl21/Cebpb/S1pr3/Pnp2/Klhl6/Ets2/Dusp14/Stard8/Usp53/Eif4e/Dusp1/Plcxd1/Tbc1d2/Slc3a2/Snapc1/Dnajb5/Dab2/P2rx4/Cks2/F3/Ptgs2/Ankrd28/Fabp5/Npc1
PSMB5_TARGET_GENES,249,0.461343821,1.538462019,0.000256321,0.020779488,0.018507425,5971,"tags=41%, list=23%, signal=32%",Atf3/Gadd45a/Serpine1/Cited2/Slfn9/Ier5/Pmaip1/Col1a1/Fscn1/Nfkbiz/H2bc14/Tubb3/H3c8/Chrna1/Dkk1/H1f4/Jpt1/Adm/Emp1/Thbs1/Adamts1/H4c12/Fam53c/Wsb1/H1f2/Pik3r3/Sgk1/Slc9a1/Rcc1/Uap1/Nabp1/Flna/Lgals1/Ier5l/Tuba1c/Pabpc1/H2bc15/H2ac7/H2bc18/Mt1/H2ac11/H2ax/Hsp90aa1/Tmsb4x/H3f3b/Ccnl1/Pa2g4/Cd44/Tmsb10/Lmna/Pnp2/Hspa1b/H2ac15/H4c14/Gemin6/Fau/Ftl1/Hspa1a/Gdnf/Dusp1/Stmn1/H2aj/Mcl1/Slc3a2/Atf4/Rplp0/Rpl12/Rps26/Polr2a/Ano10/Cks2/Mrps18b/Btg2/Ppp1r15a/Actb/Rpl32/Klf2/Actg1/Ppp1r10/Rps2/Tuba1a/Mepce/Tuft1/Heatr5a/BC005537/Stc2/Hnrnpab/Wdr1/H2ac1/S100a1/Malat1/H2bc11/H4f16/Eif1/Ubc/Tmem138/H2bc4/1810009A15Rik/H2ac20/Setd5/Brd2/Gapdh
