Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalues,rank,leading_edge,core_enrichment
GOBP_OXIDATIVE_PHOSPHORYLATION,127,-0.470686476,-1.672604734,3.89E-05,0.005121143,0.00421779,8070,"tags=76%, list=31%, signal=53%",Cox4i1/Cox10/Ndufb1/Atp5d/Uqcrb/Cycs/Ndufb4/Ndufb6/Atp5h/Taz/Cox7c/Ndufs6/Ak4/Atp5g1/Sdhc/Ndufa2/Ndufaf1/Ndufb2/Ndufa1/Atp5j2/Ndufa12/Cox6b1/Actn3/Ndufa7/Atp5pb/Snca/Dmac2l/Uqcr11/Ndufa4/Bid/Atp5k/Ndufb9/Uqcrh/Cox6a1/Cox8a/Nipsnap2/Sdha/Atp5c1/Dguok/Ndufs1/Ndufb11/Uqcc3/Uqcrc2/Ndufa9/Cox7b/Atp5a1/Ndufb7/Cox7a2l/Cox7a2/Cox5b/Atp5e/Dnajc30/Ndufa13/Mlxipl/Sdhaf2/Atp5o/Ndufs8/Atp5b/Ndufs4/Atp5j/Cdk1/Ndufb3/Cyc1/Fxn/Ndufs7/Ndufa3/Ndufb10/Atp5g3/Ndufb5/Atp5g2/Cox6b2/Ndufa10/Cox15/Ndufs2/Ndufc2/Surf1/Coa6/Ndufa8/Ndufa11/Ndufv2/Ndufab1/Ndufb8/Slc25a23/Stoml2/Antkmt/Uqcrc1/Ndufv1/Sdhd/Ndufs3/Coq9/Uqcrfs1/Tefm/Iscu/Cox8c/Chchd10/Cox7b2/Cox4i2
GSE36009_WT_VS_NLRP10_KO_DC_UP,194,0.550193084,1.612768071,3.91E-05,0.005121143,0.00421779,5319,"tags=40%, list=20%, signal=32%",Atf3/Trpm1/Fgl2/Csf1/Chrna5/Col5a3/Chst1/Oas3/Cers6/Cdh22/Nlrc5/Osm/Trim5/Pag1/L3mbtl3/Pnlip/Fndc3a/Socs2/Parp3/Nhsl1/Inpp1/Eng/Pde7a/4930523C07Rik/Parp12/Nfxl1/Plaat3/Pros1/Zfp458/Isg20/Pkib/Atp8b2/Casp12/Nudt9/Marveld2/Il4ra/Zbp1/Slc30a1/Smox/Fam53c/Fem1c/Sertad1/Nfil3/Grik2/Tcf4/Ddx60/Srgap2/Pmfbp1/Tdrd7/Il10ra/Atp6v0a2/Ikzf2/Zbtb5/Gbp3/Trim56/Cds1/Pla2g4a/Il6/Bco2/Brme1/Ap3m2/Prkx/Tlr8/Rin2/Minpp1/Slfn5/Sfrp1/Nsmaf/Adar/Itpk1/Wrn/Rgmb/Il18bp/Uvrag/Casp7/Larp1/Lrch3/Tiam1
WP_VEGFAVEGFR2_SIGNALING_PATHWAY,408,0.488979399,1.471802466,3.95E-05,0.005129283,0.004224494,6073,"tags=39%, list=23%, signal=30%",Anxa1/Ptgs2/Fscn1/Igfbp3/Tead4/Rnd1/Plaur/Fgd5/Itgb5/Chac1/Tnxb/Rhoc/Gata2/Mmp14/Csrp1/Grb10/Ccnd1/Ackr3/Mmrn2/Ier5/Tnfrsf10b/Slc2a3/Alb/Nr4a3/Mapkapk2/Ptprj/Icam1/Egr3/Rhoj/Myo1c/Slc7a1/Jun/Eng/Ccl2/Pxn/Eif2ak3/Cacna2d1/Dsc1/Rock2/Ptprz1/Myh11/Arhgef15/Htra1/Ern1/Dkk1/Pbxip1/Srf/Pnp2/Inpp4b/Ccn2/Sh2d2a/Mmp2/Cybb/Gab1/Adam10/Adrb2/Fbxw11/Itgb1/Ptk2/Foxo1/Traf3ip2/Hspb1/Afdn/Atf6/Vcl/Txndc5/Fyn/Nrp2/Itgb3/Amot/Fhl2/Bcar1/Pabpc1/Jag1/Cyp2c65/Rapgef1/Ptpn9/Flnb/Ptpn14/Ctnnd1/Mapk8/Eif4g2/Pla2g4a/Stam/Ptpn1/Slc8a1/Arf6/Src/Notch4/Hdac7/Clic1/Hyou1/Fmnl3/Prdx6/Mknk1/Gigyf2/Epn1/Qk/Elk1/Sema6d/Trpc1/Gpc1/Txnip/Capn2/Taok2/Pde4dip/Myo6/Nfkb1/Mdm2/Mical2/Rac1/Nrarp/Iqgap1/Prkaa2/Ppp2ca/Creb1/Rcan1/Rap1a/Pak1/Spire1/Epha2/Rap1b/Akt1/Tmsb10/1700017B05Rik/Tmod1/Cdh5/Gja1/Mov10/Rictor/Mapk14/Trip4/Rela/F3/Ocrl/Crk/Stat3/Pdpk1/Cbl/Itgav/Dnajb4/Dhx36/Shc1/Ezr/Fjx1/Pak2/P4hb/Pik3r1/Ncf2/Arf4/Eif4g1/Hgs/Srpk1/Rock1/Tmsb4x/Myh9/Kank1/Hdac4
BENPORATH_ES_1,337,0.501479214,1.504557462,4.09E-05,0.005253383,0.004326703,5185,"tags=32%, list=20%, signal=26%",Cyp26a1/Nts/Sema6a/Pmaip1/Dsg2/Tead4/Igf2bp2/Cdc6/Gal/Scnn1a/Casp3/Pipox/Trim5/Robo1/Tent5b/Dmkn/Epha1/Ap1m2/Sinhcaf/Podxl/Msh6/Mcm6/Mthfd2/Mfge8/Sall4/Epcam/Nlgn1/Slc38a1/Itpr3/Pole2/Rras2/Nanog/Rarres2/Ifitm1/Cyp2s1/Cer1/Chek2/Crabp2/Ptprz1/Lefty1/Ccnb1/Plaat3/Abhd17b/Zfp458/Jade1/Gpm6b/Ung/Epb41l4b/Mis18bp1/Tcf7l1/Ido1/Lck/Has3/Pimreg/Dclk1/Zfp267/Ctsc/Foxo1/Slc13a3/Dscc1/Mad2l2/Zfp595/Mgst1/Atp1a2/Cnmd/Sall2/Arl5b/Diaph2/Usp44/Ercc6l/Gnptab/Adam23/Cachd1/Azin1/Tnnt1/Fgfr1/Prkx/Cd24a/Noc3l/Fzd7/Sms/Cdt1/Cdca5/Cse1l/Bmpr1a/Vrtn/Zfp457/Sirt1/Rrm2/Klhl7/Adgrg2/Prkd3/Uso1/Tnpo3/Parpbp/Sfrp1/Gldc/Gdf3/Pak1/Sox2/Mrs2/Hnrnpab/Kpna2/Rabgap1l/Ect2/Nol11/Rbbp8/Gja1
SCHUETZ_BREAST_CANCER_DUCTAL_INVASIVE_UP,327,0.501871199,1.504381882,4.10E-05,0.005253383,0.004326703,4635,"tags=42%, list=18%, signal=35%",Tubb6/Tgfbi/Anxa1/Lrrc15/Fgl2/Igfbp3/Olr1/Srpx2/Snai2/Loxl2/Plaur/Tnfaip6/Cavin1/Angptl2/Lrrc17/Col14a1/Col5a2/H2-Aa/Col10a1/Trim5/Mafb/Robo1/Nid1/Postn/Smco4/C3ar1/Samd4/Colec12/Twist1/Fcgr1/Ccn4/H2-Ab1/Lgals1/Gbp2/Ackr3/Ptprc/Islr/Cemip/Sparcl1/Il1r1/Cald1/Slc2a3/Col15a1/Olfml1/Fkbp11/Zfpm2/Rarres2/Nnmt/Arhgef40/Ctss/Clec4a3/Thy1/Aebp1/Sgk1/Thsd7a/Inhba/Timp3/C1qb/Spon1/Axl/Htra1/Sparc/Tgfbr2/Loxl1/Pros1/Col5a1/Hsd17b11/Thbs2/Col4a1/Lpxn/Nid2/Tgm2/Cd74/Vcan/Ccn2/Adam19/Mmp2/Rgcc/Fbln2/Tns3/Irak3/C1qa/Lamb1/Fzd2/Evi2a/Elk3/Lox/Col4a2/Tcf4/Apoe/Pkd2/Meis2/Cavin3/Jcad/Fyn/Arl4c/Alox5/Abcc4/Bgn/Zeb1/Nrp1/Sdc2/Lyn/Zeb2/Wipf1/Pmepa1/Olfml2b/Hcls1/Dse/Fcgr3/Ms4a4a/Gls/Serpinh1/Msn/Fcer1g/Qk/Plscr4/Trpc1/Parva/Ms4a6c/Efemp2/Tyrobp/Serpine2/Dpy19l1/Jam3/Mxra8/Gpr65/Plxdc1/Gas1/Etv5/Mical2/Dact1/Lum/Tacc1/Ror1/Rassf2
GOBP_DEVELOPMENT_OF_PRIMARY_SEXUAL_CHARACTERISTICS,191,0.555814878,1.626221833,4.15E-05,0.005288003,0.004355216,3725,"tags=27%, list=14%, signal=24%",Wt1/Sox9/Dach2/Star/Ptx3/Sdc1/Inhbb/Casp3/Wnt4/Ybx3/Wnt5a/Fst/Gm3376/Gata3/Mmp14/Cited2/Sox8/Gata6/Cbx2/Ccnd1/Lhfpl2/Flna/Ang/Zfpm2/Ereg/Nrip1/Vgf/Icam1/Inhba/Gdf9/Akr1cl/Stat5b/Kitl/Bik/Tesc/Hoxa11/Spo11/Adcyap1/Tlr3/Mmp19/Smad4/Sgpl1/Osr1/Mgst1/Arrb1/Basp1/Crkl/Lhb/Src/Tex19.2/Srd5a2/Nr5a1
KIM_WT1_TARGETS_12HR_UP,148,0.576297294,1.656900348,4.24E-05,0.005361113,0.004415429,4145,"tags=39%, list=16%, signal=33%",Wt1/Sox9/Csf1/Cxcl14/Snai2/Septin9/Smad3/Serpine1/Itgb5/Areg/Rhoq/Plcd1/Podxl/Grb10/Chrna3/Bak1/Ulbp1/Vps37b/Tm4sf1/Eps8/Gdf15/Thy1/Cspg4/Adm/Timp3/Tnfrsf11b/Mylk/Htra1/Abat/Blcap/Cry1/Acsl1/Tns3/Cdc42ep4/Micall1/Btnl10/Mycn/Rbfox2/Lbh/Il1rap/Tle3/Nppb/Plat/Myof/AA986860/Zcchc24/Plekho1/Atp2b4/Bhlhe41/Sh3bp5/Creb3l2/Tulp3/Ddr1/Serpinh1/Cask/Fgfr1/Fzd7
KIM_WT1_TARGETS_UP,211,0.543146053,1.600163434,4.50E-05,0.005653293,0.00465607,4640,"tags=35%, list=18%, signal=29%",Wt1/Sox9/Fosl1/Csf1/Ptx3/Tnfrsf12a/Snai2/Tpbg/Smad3/Plaur/Serpine1/Areg/Sprr1b/Cers6/Lamb3/Arc/Thbs1/Fosl2/Smco4/Msh6/Grb10/Krt17/Syde1/Tet3/Cald1/Rras2/Ereg/Tm4sf1/Cspg4/Slc7a1/Pdlim4/Ccl2/Sgk1/Inhba/Timp3/Rnd3/Zfp36l1/Srf/Card10/Sowahc/Il4ra/Zyx/Tns3/Ucp2/Plekhg3/Igf2/Cdh2/Cdc42se1/Lbh/Il1rap/Atp13a3/Vcl/Itpkc/Fhl2/Zeb1/Tnfaip1/St3gal5/Sh3bp5/Dok5/Sf1/Gls/Mapk1ip1l/Fn3krp/Spred2/Nab1/App/Cd44/Trio/Otud4/Synj2/Nfkb1/Sdc4/Lpar1
MIR6804_3P,87,0.633888659,1.732875253,4.71E-05,0.005852136,0.004819838,5932,"tags=59%, list=23%, signal=46%",Ccdc3/Chl1/Snai2/Septin9/Fndc3b/Epha8/Ntng1/Chst5/Nnat/Rras2/Socs2/Kcnk10/Mxi1/Phox2b/Brinp1/Plppr4/Elfn2/Sntb2/Atxn1l/Ywhag/Ptpn12/Ppp4r1/Pcsk5/Nr6a1/Pde8a/Edem1/Rev3l/Bcorl1/Mbd2/Tshz3/Daam1/Acbd3/Mical2/Cipc/Lrfn4/Gpr173/Zfp704/Ldhal6b/Map4k4/Klhl18/Adcy5/C9orf72/Ero1b/Sorcs1/Mapk14/Edem3/Ccdc121/Camk4/Crls1/Adnp2/Septin3
PASQUALUCCI_LYMPHOMA_BY_GC_STAGE_UP,270,0.523742398,1.558887066,4.72E-05,0.005852136,0.004819838,5253,"tags=36%, list=20%, signal=29%",Tg/Phlda1/Sdc1/Spint1/Syde2/Snai2/Itgb5/Abca1/Crlf1/Smpdl3b/Cers6/Mpzl2/Phlda3/Cped1/Fndc3b/Prrg4/Cited2/Echdc2/Ccn4/Matn2/Sec24d/Bmp8a/Epcam/Ell2/Slc7a5/Slc1a3/Pon2/Fkbp11/Lax1/Pycr1/Irs2/Spag6/Intu/Blnk/Prdm1/Cdv3/Kcnn4/Piwil4/Dusp14/Pvr/Etl4/Wfs1/Evc2/Tgm2/Sdc3/Enpp1/Myom1/Syne4/Sting1/Nudt4/St14/Antxr1/Ckap4/Slc16a6/Nfil3/Bhlha15/Ifitm3/Gusb/Fnip2/Ada/Usp2/Basp1/Sel1l/Edem1/Atp2b4/Fads3/Creb3l2/Tnfrsf17/Tulp3/Hipk1/Maged1/Hdlbp/Tspan15/Nckap1/Dsp/Cd44/Faxc/Asns/Nomo1/Il6st/Ccng1/Nars/Farp2/Tjp1/B3galnt1/Fam135a/Dennd5b/Rab20/Cpeb3/Abcc1/Derl1/Mamdc2/Hid1/1700017B05Rik/Stard5/Rhob
GSE24142_DN2_VS_DN3_THYMOCYTE_FETAL_UP,183,0.553917362,1.622338416,4.85E-05,0.00597427,0.004920428,6335,"tags=46%, list=24%, signal=35%",Aqp9/Anxa1/Fgf3/Fscn1/Serpinb1a/Adam8/Rab31/Arhgef2/Lyl1/Fam111a/Podxl/Grb10/Fgd2/Napsa/Phactr2/Parp16/Flna/Gzmb/Vim/Mapkapk2/Ttpa/Tes/Rbp1/Tjp2/Steap3/Cnn2/Alox5ap/Plscr1/Trf/Tifa/Ffar2/Cdkn1a/Pnp2/Marveld2/Mgl2/Acsl1/Epb41l4b/Jak1/Ckap4/Zik1/Arhgap6/Vcl/P2rx4/Exo1/Slc25a24/Osbpl5/Nlgn2/Map7d1/Ddx39a/Ikbip/Ehd4/Xrcc2/Cd44/Rnf19b/Stbd1/Creg1/Capn2/Dennd5a/Gpr65/Slc4a10/Arap3/Ctbp2/Pak1/Retreg1/Fbxo33/Cdh5/Itih5/Prkag2/Gng12/Bmp2k/Lars/Stat3/Deptor/Glul/Arhgap18/Golm1/Ide/Pank1/Kif2a/Plpbp/L2hgdh/F2r/Igfbp4/B4galt6
GSE7831_UNSTIM_VS_CPG_STIM_PDC_1H_DN,188,0.542022738,1.587412032,4.92E-05,0.006021314,0.004959173,6019,"tags=37%, list=23%, signal=29%",Atf3/Trpm1/Ctla4/Setd4/Man1a/Septin9/Fcmr/Cdk6/Mpzl2/Tent5a/Osm/Hectd2/Adamtsl4/Batf3/Fes/Fasl/Nr4a3/Mapkapk2/Tes/Tgfb1/Gnpnat1/S100a1/Mxi1/Ptprk/Rab34/Abhd17b/Plekha8/Ezh2/Adam19/Ckap4/Arid5a/Grap2/Tnfrsf13b/Zscan12/Sav1/Tnf/Pmepa1/Ptpn1/Dynlt5/Slc35d1/Mbd2/Neil1/Tube1/Wwp1/Fzd7/Cd44/Rnf11/Rnf19b/Capn2/Bmpr1a/Rasa1/Dennd5a/Nfkb1/Vamp3/Mrs2/Capn5/Rabgap1l/St3gal4/Tmco3/Naf1/Bmp2k/Rnf215/Socs1/Pim1/Pla2g12a/Tmem158/Phf6/Paxbp1/Kif3b/Wnk1
GOBP_CORNIFICATION,90,0.631071129,1.728597383,4.98E-05,0.006060567,0.004991502,1823,"tags=29%, list=7%, signal=27%",Krt19/Sprr1a/Lipn/Dsg2/Krt76/Krt9/Krt73/Cdsn/Krt24/Krt80/Krt14/Lce1f/Dsc3/Sprr1b/Dsc2/Krt71/Krt17/Krt81/Dsg3/Krt6a/Tchh/Lce3f/Krt16/Dsc1/Pkp2/Krt20
MEK_UP.V1_UP,175,0.558188991,1.626500303,5.09E-05,0.006154049,0.005068494,3572,"tags=34%, list=14%, signal=30%",Tgfbi/Trp53i11/Fosl1/Akr1b8/Gramd3/Igf2bp2/Gal/Aqp3/Cyp1b1/Col5a2/Crlf1/Six2/Mpzl2/Mall/Epha1/Samd4/Pdk4/Cadps2/Cxcr4/Inava/Krt81/Ulbp1/Cemip/Ell2/Abcc3/Cotl1/Bace2/Ptk7/Gdf15/Clmn/Kcnn4/Adm/Tnfrsf11b/Akr1cl/Loxl1/Tnfrsf21/Apod/Il4ra/Timp2/Acsl1/Otulinl/Arhgdib/Vwa1/Tns3/Epas1/Slc6a6/Efhd2/Upk2/Angptl4/Por/Tnfaip8/Arl4c/Lrp5/Abcc4/Arrb1/Bcam/Dbndd2/Septin10/Vasp/Ppp1r13b
GSE32034_UNTREATED_VS_ROSIGLIZATONE_TREATED_LY6C_HIGH_MONOCYTE_UP,190,0.548634899,1.605147501,5.35E-05,0.006421812,0.005289025,5340,"tags=36%, list=20%, signal=29%",Aqp9/En1/Cx3cr1/Sdc1/Septin9/Igf2bp2/Angptl2/Gjb2/Procr/F7/Pdk4/S100a11/C5ar1/Stom/Myo10/Il2rg/Nav2/Ell2/Ccl7/Vps37b/Lamc2/Vim/Tm4sf1/Cxcl2/Inpp1/Ro60/Ccl2/Kcnn4/Slc11a1/Hbb-y/Rln1/Col5a1/Vcan/Timp2/Rgcc/Ptgds/Esd/H1f2/Aars/Atp7a/Flnb/Arf3/Memo1/St3gal5/Ocel1/Polg/Nes/Ikbip/Zbtb2/Ank3/Sema4a/Slc2a1/Plxna2/Elk1/Timeless/Abcb10/Aqp7/Slc44a2/Phc2/Txnrd1/Ubqln1/L1cam/Pth/Abcc1/Rab8b/Slc35e4/Kcmf1/Slc6a8
GOBP_REGULATION_OF_LEUKOCYTE_MIGRATION,168,0.557169826,1.61876984,5.83E-05,0.006954509,0.005727755,3928,"tags=38%, list=15%, signal=33%",Ripk3/Anxa1/Prss56/Csf1/Cx3cr1/Cxcl14/Rhoh/Ccl12/Adam8/Rin3/Serpine1/Ecm1/Madcam1/Mmp28/Mst1/Wnt5a/F7/Itga4/Thbs1/Dpp4/C3ar1/Mmp14/C5ar1/Trem2/Cd300a/Ccl7/Il1r1/Ccn3/Cxcl10/Lgals3/Thbs4/Rarres2/Icam1/Thy1/Aif1/Camk1d/Ccl2/Csf1r/Ccl19/Ptafr/Kitl/C5ar2/Cd74/Apod/Mstn/Adam10/Il34/Ptk2/Ccl21a/Aire/P2rx4/Tnf/Mdk/Ada/Lyn/Adam17/Il6ra/Crkl/Swap70/Il6/Il4/Mia3/Tirap/Msn
MIR5582_5P,349,0.493733088,1.48391821,5.92E-05,0.007013376,0.005776239,6513,"tags=44%, list=25%, signal=34%",Sema6a/Flrt3/Cap2/Bcat1/Rfx4/Slc30a3/Prc1/Aqp3/Cdcp1/Abca9/Cd84/Prox1/Hectd2/Mtus2/Nid1/Fndc3b/Sox8/Grid1/Sec24d/Slc25a37/Adra2a/Parp16/Bace2/Gch1/Mtmr10/Rab38/Paqr3/Npy1r/Steap3/Sntb1/Cdv3/Sgk1/Rab11fip5/Eif4ebp1/Gdf9/Ptprz1/S1pr3/Pgm5/Jade1/Tbx15/B4galt5/Tcf3/Gab1/Npat/Fbxw11/Itgb1/Tcf12/Sbno2/Akap6/Nfia/Sntb2/Elk3/Fmnl2/Gdf5/Picalm/Antxr2/Socs5/Sos2/Sgpl1/Usf3/Dgat2/Zcchc24/Amot/Bpnt2/Dnal1/Cdk2/Gstcd/Garem1/Cenpu/Ptpn9/Ctnnd1/Uxs1/Eif3b/Zbtb41/Paqr9/Creb3l2/Slc8a1/Slc35d1/Ctdsp2/Lancl1/Ston2/Atrn/Rras/Fam177a2/Spopl/2510039O18Rik/E2f3/Pik3c2a/Lpp/Susd6/Stk32a/Ctnna3/Zfand5/Sp1/Ell/Atp2c1/Cdk19/Sema6d/Fstl5/Raph1/Uhrf2/Endod1/Rhbdf1/Abcd2/Prkaa2/Zfp46/Rap1a/Rfx3/Zbtb33/Nufip1/Eaf1/Fsd1l/Ankhd1/Clock/Adamts5/Ptbp3/Twsg1/Onecut2/Cpsf4/Rhob/Mapk14/Plekhg2/Mib1/Tmco3/Nsun2/Git2/Kpna3/Scn3a/Myrf/Cbl/Usp38/Shc1/Amotl1/Ube3a/Galnt1/Cd2ap/Fcho2/Polr3g/Cpd/Kif2a/Minar1/Lifr/Ergic1/Ppp1r2/Senp2/Mtm1/Sppl2a/Gramd1b/Tmem87b/Lamc1/Srgap1/Dnajc1/Gatad2b/Caprin2
GSE43955_TGFB_IL6_VS_TGFB_IL6_IL23_TH17_ACT_CD4_TCELL_52H_DN,195,0.542384654,1.589295263,6.07E-05,0.007154736,0.005892663,7100,"tags=54%, list=27%, signal=40%",Ptgs2/Olr1/Phlda1/Clic4/Adam8/Akr1b8/Ecm1/Foxh1/Rhoq/Il13ra1/Postn/Mmp14/Nav2/Clec4e/Pter/Pole2/Ptk7/Gch1/Wsb1/Irs2/Nr2f1/Prdm1/Rtn4/Ahr/Plscr1/Fxyd1/Aldh1a1/C1qb/Clec3b/Pkp2/Nid2/Jak2/Sowahc/Ccn2/Peli1/Cdc42ep4/Foxj1/Birc3/Marcks/Nfia/Ehd1/Mki67/Lyst/Apbb2/Il10/Sos2/Ctsh/Apaf1/Atp7a/Tnf/Tbl1xr1/Nrp1/Basp1/Abcd3/Hgf/Wipf1/Flnb/Mtpn/Chuk/Zfand5/Fgfr1/Ybx1/Cd44/Golph3/Rnf19b/Spata13/Klhl7/Lat2/Gpr65/Rnf38/Rcan1/Cyb5r4/Cd72/Rcl1/Wrn/Tnks2/Foxk1/Tfdp1/Bmp2k/Dusp16/Cggbp1/Mfsd14b/Fjx1/Ifi27l2a/Nxn/Cpeb2/Gspt1/Ppp1r2/Lsm14a/Pik3cd/Gtf2a1/Plec/Zmynd11/Cdkn1c/Ppp1cb/Hax1/St6gal1/Pex5/Zfp62/Ly86/Dusp1/Xpo1/Cul3/Prkar1a/Nsmf/Rcbtb1
GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION,172,0.558181764,1.621783673,6.13E-05,0.007171671,0.005906611,5244,"tags=42%, list=20%, signal=34%",Sox9/Has2/Sox11/Egfr/Vash2/Cdh13/Areg/Ecm1/Mst1/Wnt5a/Prox1/Itga4/Gata2/Twist1/C5ar1/Fgfbp1/Arg1/Ccnd1/Tgfa/Bmp6/Pdgfb/Igf1/Notch2/Nr4a3/Ang/Stat5a/Thbs4/Egr3/Pkhd1/Rtn4/Htra1/Epgn/Osr2/Bmp4/C5ar2/Rreb1/Lamb1/Igf2/Il10/Jcad/Osr1/Atp7a/Nrp2/Itgb3/Mdk/Nrp1/Egf/Adam17/Gpbar1/Sema5a/Cyp7b1/Tcf7l2/Gdf2/Sp1/Tgfbr1/Fgfr1/Lrg1/Fzd7/Bmpr1a/Scn5a/Sirt1/Pdcl3/Nrarp/Sfrp1/Htr2b/Hif1a/Akt1/Sirt6/Ptprn/Notch1/Rictor/Ptn
GSE17580_UNINFECTED_VS_S_MANSONI_INF_TEFF_DN,182,0.539755098,1.580515994,6.17E-05,0.007183931,0.005916708,4193,"tags=29%, list=16%, signal=24%",Aqp9/Ripk3/Car1/Fgl2/Csf1/Chst2/Slc4a5/Kif22/Ctla4/Adam8/Metrnl/Twist2/Prc1/Mst1/Cdk6/Cyp4b1/Cnr1/Ccr5/Gata3/Slc38a5/Gbp2/Socs3/Tlr1/Rnase4/Gzmb/Lgals3/Socs2/Wsb1/Icam1/S100a1/Zfp36l1/Ptafr/Lpxn/Gpm6b/Tbx21/Cttn/Tmem140/Hemgn/Gbp3/Pmepa1/Map6/St3gal5/Notch4/Numbl/Tasor2/Ttc39b/Il4/S1pr5/Ctsw/Il12rb1/Cd44/Cdk2ap1
ZHU_CMV_24_HR_DN,82,0.636641629,1.72723196,6.22E-05,0.007190025,0.005921727,2692,"tags=39%, list=10%, signal=35%",Anxa1/Mbl2/Igfbp3/Serpine1/Cyp1b1/Col5a2/Ddr2/F7/Tent5a/Thbs1/Postn/Cfd/Ccnd1/Ackr3/Adra2a/Tram2/Flna/Efemp1/Acta2/Pycr1/Cnn2/Ahr/Adm/Timp3/Mylk/Sgcg/Thbs2/Vcan/Tpm4/Igf2/Lox/Tnfrsf1a
ESC_J1_UP_LATE.V1_UP,171,0.55894731,1.622496619,6.40E-05,0.007351717,0.006054898,4483,"tags=39%, list=17%, signal=33%",Cyp26a1/Atf3/Cdc42ep1/Phlda1/Lmo7/Prss12/Tnfrsf12a/Slco2a1/Loxl2/Lgals2/Fst/Dpp4/Podxl/Ankrd1/Cited2/Cldn7/Gata6/Amn/Rbp4/Afp/Irs2/Gkn1/Rab11fip5/Capn6/S100a1/Htra1/Col4a1/Ccn2/Selenon/Adam10/Igf2/Ctsc/Chrnb1/Tax1bp3/Col4a2/Rgl3/Gsn/Spp2/Ctsh/Rab33b/Denn2b/Tdrd7/P2rx4/Amot/Cryab/Fhl2/Bgn/Lama1/Apom/Myo7a/Ramp2/Dbndd2/Lmbrd1/Car4/Pga5/Farp1/Pla2g12b/Myo5b/Tnnt1/App/Dsp/Parva/Serpine2/Apoa2/Tgfbr3/Myo6/Vamp8
PETROVA_ENDOTHELIUM_LYMPHATIC_VS_BLOOD_DN,152,0.572903482,1.647835736,6.46E-05,0.007366175,0.006066805,3163,"tags=34%, list=12%, signal=30%",Tgfbi/Ifi27l2b/Cap2/Chst1/Srpx2/Anxa3/Smad3/Loxl2/Serpine1/Itgb5/Procr/Gadd45a/Trim5/Lyl1/Mmp14/Cldn7/Cxcr4/Gbp2/Lama5/Bmp6/Tram2/Efemp1/Lamc2/Acta2/Eps8/Nnmt/Adgrg6/Cxcl2/Icam1/Jun/Pdlim4/Ccl2/Nrcam/Axl/Uap1/Col8a1/Dkk1/Lpxn/Cdkn1a/Tgm2/Tnfrsf21/Vcan/Il4ra/Arhgdib/Cdh2/Ctsc/Apbb2/Smurf2/Arl4c/Fhl2/Bgn/Basp1
GOMF_NEUROPEPTIDE_RECEPTOR_BINDING,31,0.776039342,1.863847243,6.49E-05,0.007366175,0.006066805,441,"tags=23%, list=2%, signal=22%",Cckbr/Npy/Nts/Ucn/Crh/Gal/Pmch
FAN_OVARY_CL11_MURAL_GRANULOSA_CELL,418,0.474632547,1.429454469,6.55E-05,0.007389907,0.006086351,6502,"tags=41%, list=25%, signal=31%",Atf3/Pmaip1/Fscn1/Ifi27l2b/Phlda1/Bcat1/Liph/Tnfrsf12a/Igf2bp2/Smad3/Rab31/Cdk6/Ly6e/Fst/Tent5a/Thbs1/Fosl2/Fndc3b/Sinhcaf/Cited2/Tead1/Tgif1/Syne2/Filip1l/Myo10/Acsm3/Hey2/Slc25a37/Phactr2/Lhfpl2/Stk17b/Enah/Vim/Eps8/Irs2/Tes/Rbp1/Prdm1/Rtn4/Sgk1/Cnn2/Dusp14/Otud7b/Siglecg/Plaat3/Col4a1/Zfand2a/Sowahc/Vcan/Cry1/Ccn2/Ezh2/Dipk2a/Zbtb10/Cfi/Cks2/Itgb1/Gsta1/Marcks/Trip6/Cdh2/Ctsc/Ywhag/Cmtm8/Aff4/Por/Tle3/Plin3/Fgd4/Plat/Mdk/Pramel13/Fhl2/Riok3/Tnpo1/Zfp281/Arl5b/Jpt1/BC005537/Ctnnal1/Septin10/Dse/Ddah2/Cebpd/Myl12b/Ppfibp1/Ptp4a1/Fam177a2/Cmtm6/Clic1/Lpp/Serpinh1/Map3k13/Azin1/Zfand5/Plod2/Ppp1r13l/Tcaf1/Ppp4r2/Elk1/Sec31a/Dsp/Pdlim1/Sms/Bag3/Daam1/Serpine2/Il6st/Gadd45g/Myo6/Sox4/Ktn1/Etf1/Uso1/Ppp2ca/Txnrd1/Rad23b/Etnk1/Tjp1/Kpnb1/Map4k4/Ing3/Hif1a/Crhbp/Slc46a3/Dst/Tmsb10/Gja1/St3gal4/Rhob/Marchf7/F3/Hdac2/Sfpq/Klf6/Dsel/Rimklb/Rbm22/Itgav/Bmpr2/Rbbp6/Dnajb4/Slco3a1/Pim1/Usp48/Pla2g12a/Arf4/Rybp/Sfrp4/Phf6/Arhgap18/Klhl24/Gars/Selenop/Wac/Tia1/Yap1/Ankrd11/Celf1/Srsf3/H3f3a/Srpx/Pphln1/Bud31/Krt8/Leprotl1/Lamc1/Tars/Actg1/Hsp90aa1
