Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalues,rank,leading_edge,core_enrichment
NABA_ECM_AFFILIATED,131,0.576825259,1.636504165,0.000270256,0.018815792,0.015496746,4229,"tags=44%, list=16%, signal=37%",Sema6a/Anxa1/Mbl2/Colec10/Sdc1/Anxa3/Lgals2/Clec5a/C1qc/Gpc2/Muc16/C1ql3/Colec12/Plxna4/C1ql2/Sema3c/Lgals1/Sema3b/C1qtnf6/Clec4f/Clec4e/Anxa10/Lgals3/Clec1b/Sftpa1/Clec1a/Clec4a3/Cspg4/Plxnb1/C1qtnf9/C1qb/Anxa8/Clec3b/Sdc3/Mgl2/C1qa/Gpc5/Elfn2/Frem3/Lgals12/Sema6b/Plxna1/Sema3g/Muc1/Anxa4/Sdc2/Sema4c/Elfn1/Sema5a/Clec9a/Fcnb/Clec4n/Sema4a/Plxna2/Sema6d/Gpc1/Clec14a
LAKE_ADULT_KIDNEY_C4_PROXIMAL_TUBULE_EPITHELIAL_CELLS_S2,157,0.545919628,1.578281497,0.000270809,0.018815792,0.015496746,4436,"tags=39%, list=17%, signal=33%",Glis3/Fhod3/Clic4/Klf12/Creb5/Kcnj15/Tnik/Samd4/Syne2/Acsm3/Sdk1/Gulp1/Nlgn1/Cald1/Eps8/Itgb8/Epb41l4a/Trabd2b/Pkhd1/Ptprk/Sash1/Etl4/Pde7a/Col4a1/Stox2/Mast4/Tcf12/Tmem178b/Nfia/Fmnl2/Ptk2/Col18a1/Col4a2/Picalm/Dlgap1/Rnf213/Arhgap6/Ssh2/Rere/Cdh6/Nrp1/Nfib/Kansl1/Dlg2/Pde8a/Sema5a/Ppfibp1/Ank3/Gls/Ptprd/Farp1/Lpp/Zfand3/Ttc28/Kansl1l/Rora/Vwa8/Dnah14/Mbd5/Trio/Svil/Agap1
GOBP_NEGATIVE_REGULATION_OF_CELL_ADHESION,254,0.508001436,1.507567909,0.000272365,0.018852345,0.015526851,4724,"tags=37%, list=18%, signal=30%",Tgfbi/Sema6a/Anxa1/Pla2g2d/Fgl2/Ctla4/Cdh13/Cdsn/Rnd1/Snai2/Serpine1/Cyp1b1/Casp3/Plet1/Cdkn2a/Thbs1/Postn/Pag1/Podxl/Mmp14/Tarm1/Plxna4/Cldn7/Arg1/Lgals1/Gbp2/Ptprc/Epcam/Bmp6/Cd300a/Lgals3/Lax1/Tgfb1/Hrg/Plxnb1/Scgb1a1/Fcgr2b/Tnc/Lpxn/Bmp4/Jak2/Tnfrsf21/Cd74/Apod/Il4ra/Arhgdib/Rgcc/Peli1/Adam10/Ido1/Tbx21/Foxj1/Vtcn1/Ptk2/Ptpro/Ccl21a/Il10/Socs5/Mad2l2/Arhgap6/Plxna1/Mdk/Muc1/Angpt2/Jag1/Cd80/Epb41l5/Arhgdig/Sema5a/Swap70/Src/Notch4/Pla2g2f/Il4/Mia3/Akna/Scrib/Adam15/Cask/Plxna2/Coro1c/Fzd7/Plg/Serpine2/Socs6/Rasa1/Jam3/Sdc4/Cd164/Nrarp/Erbb3/Zc3h12a/Spn
GOBP_SENSORY_ORGAN_DEVELOPMENT,464,0.459109724,1.388808599,0.000273323,0.018852345,0.015526851,3294,"tags=24%, list=13%, signal=22%",Wt1/Sox9/Pde6b/Igfn1/Prss56/Sox11/Egfr/Cxcl14/Vsx1/Unc45b/Slc4a5/Clic4/Cryba2/Wnt5b/Smad3/Cyp1b1/Col5a2/Tbx2/Gjb2/Six2/Wnt5a/Prox1/Mafb/Tsku/Gata3/Tfap2a/Gata2/Twist1/Neurog1/Sox8/Bak1/Gnat1/Vax2/Hey2/Sdk1/Bmp6/Fasl/Rbp4/Cdh23/Ntrk2/Wnt6/Notch2/Efemp1/Ptk7/Vim/Otx1/Mapkapk2/Rbpj/Rp1/Thy1/Intu/Rhoj/Phactr4/Pde6a/Ush1g/Grxcr2/Inhba/Crb2/Angptl7/Kcnq4/Tmie/Crybb3/Myh15/Tcirg1/Arhgef15/Drd2/Pde6c/Phox2b/Col8a1/Sparc/Mcoln3/Tgfbr2/Srf/Col5a1/Osr2/Col4a1/Bmp4/Six5/Myom1/Cryba1/Sdk2/Adam10/Pcdh15/Fzd2/Slc39a5/Wnt9a/Plppr4/Grm6/Nphp1/Sh3pxd2b/Mip/Pbx3/Gjb6/Meis2/Tdrd7/Osr1/Atf6/Nectin1/Lrp5/Six6/Cryab/Sipa1l3/Foxc2/Calb1/Pbx1/Nrp1/Zhx2/Jag1/Lama1/Myo7a/Sall2/Tspan12/Atp8b1
GOCC_MITOCHONDRIAL_LARGE_RIBOSOMAL_SUBUNIT,56,-0.569645055,-1.797358057,0.000275264,0.018917408,0.015580437,7701,"tags=70%, list=29%, signal=49%",Mrpl4/Mrpl51/Mrpl43/Malsu1/Mrpl28/Mrpl48/Mrpl33/Mrpl39/Mrpl57/Mrpl42/Mrpl34/Mrpl54/Mrpl41/Mrpl18/Mrpl23/Mrpl58/Mrps30/Mrpl22/Mrpl36/Mrpl14/Mrpl19/Mrps18a/Mrpl37/Mtrfr/Mrpl45/Mrpl46/Mrpl13/Mrpl11/Mrpl16/Mrpl55/Mrpl12/Mrpl49/Mrpl21/Mrpl27/Ndufab1/Mrpl47/Mrpl2/Mrpl38/Mrpl44
HP_ABNORMALITY_OF_THE_LARYNX,151,0.547881971,1.576514495,0.000279833,0.019057175,0.01569555,5096,"tags=36%, list=19%, signal=30%",Sox9/Satb2/Kif22/Srpx2/Ccnf/Cdkn2a/Fermt1/Lamb3/Msh6/Trem2/Flna/Lamc2/Pon2/Ang/Ltbp4/Taf15/Intu/Adarb1/Chek2/Rtl1/Fras1/Rreb1/Haao/Plp1/Ep300/Pkdcc/Rspo1/Aff4/Apc/Smad4/Meis2/Por/Map3k7/Kansl1/Nin/Gp1bb/Pon3/Flnb/Kras/Galc/Lbr/Plg/Meg3/Sox4/Mdm2/Rai1/Jmjd1c/Col12a1/Psap/Ahdc1/Specc1l/Wrn/Tbx3/Cat/C9orf72
RUIZ_TNC_TARGETS_DN,125,0.577409856,1.633808103,0.000280359,0.019057175,0.01569555,3300,"tags=27%, list=13%, signal=24%",Tubb6/Egfr/Fosl1/Olr1/Tnfrsf12a/Cdc6/Rgs20/Fst/Thbs1/Fam111a/Stc2/Mcm6/Serpinb2/Slc7a5/Slc38a1/Efemp1/Rras2/Slc7a1/Ddah1/Dkk1/Odc1/Sh3bp4/Lpxn/Pnp2/Cks2/Fanci/Gins1/Dscc1/Ugcg/Myof/Exo1/Fhl2/Tnpo1/Cenpu
GOBP_GLAND_DEVELOPMENT,364,0.473977208,1.42437714,0.00028103,0.019057175,0.01569555,5304,"tags=35%, list=20%, signal=28%",Wt1/Cckbr/Sox9/Ripk3/Anxa1/Egfr/Csf1/Tg/Krt76/Xdh/Smad3/Wnt4/Mst1/Tbx2/Wnt5a/Prox1/Mafb/Robo1/Gata3/Gata2/Cited2/Sema3c/Gata6/Arg1/Rgn/Ccnd1/Lama5/Rps6ka1/Cela1/Notch2/Uprt/Rbpj/Socs2/Stat5a/Irs2/Tgfb1/Rtn4/Gnpnat1/Csf1r/Tnc/Drd2/Tgfbr2/Atp2c2/Stat5b/Srf/Bmp4/Tgm2/Jak2/Psapl1/Rreb1/Ezh2/Sox10/Sostdc1/Adcyap1/Ucp2/Igf2/Igf2r/Dag1/Serpinb5/Pkd2/Smad4/Il10/Bsx/Atp7a/Aire/Plxna1/Tnf/Lrp5/Nphp3/Mdk/Pbx1/Ada/Lama1/Egf/Hgf/Pck1/Orai1/Lims2/Crkl/Cyp7b1/Arf6/Hoxb13/Src/Notch4/Kras/Il6/Slc9a3r1/Nr5a1/Tgfb3/Ddr1/Scrib/Gdf7/Msn/Cebpg/Neurl1a/Clcn2/Tgfbr1/Aprt/Lmo4/Asns/Crip1/Serpine2/Tgfbr3/Bmpr1a/Lats1/Ptpn3/Hamp/Creb1/Stk11/Arhgap35/Sfrp1/Rap1a/Psap/Sox2/Slc46a2/Btbd7/Hif1a/Epha2/Tbx3/Akt1/Twsg1/Onecut2/Notch1/Ptn/Arid5b/Sec63/Rela
MIR664A_3P,342,0.472912433,1.419853626,0.000281316,0.019057175,0.01569555,5739,"tags=36%, list=22%, signal=28%",Cyp26a1/Ptgs2/Bcat1/Klf12/Gabrg1/Brinp3/Npy2r/Hs6st3/Igsf11/Pax3/Ccdc81/C5ar1/Ankrd28/Mapk6/Ptprc/Cttnbp2/Map2/Pter/Pcgf5/Enah/Zfp658/Adgrg6/Prss35/Myog/Npy1r/Zfp532/Ccl2/Tbr1/Cdc14a/Slc1a4/Myh15/Mreg/Tmem45a/Igf2bp1/Zfp458/Mid2/Tbx15/Rreb1/Cry1/4930503L19Rik/Cybb/Map3k20/Mstn/Adcyap1/Samd4b/Aff4/Picalm/Smad4/Zfp354b/Gtf3c4/Wdr76/Ssh2/Elmod1/Pcdhb19/Mgst1/Slc24a4/Zeb1/Nfib/Apool/Gucy1a2/Agfg1/Glt6d1/Csmd3/Dse/Sema5a/Zbtb41/Stam/Zfp423/Ncs1/Spata9/Zfp268/Phka1/Tcf7l2/Phip/Trak2/Arhgap33/Lpp/Xk/Poc1b/Ccsap/Sh3bgrl/Zfp280d/Relch/Zc3h12b/Qk/Coro1c/Repin1/Ythdc2/Rapgef6/Abcb10/Tlr8/Med13/Zfp457/Arid1a/Samd8/Rrm2/Arfgef3/Ptprn2/Lrrcc1/Tmem260/D030056L22Rik/Etnk1/Zfp704/Rfx3/Uba6/Itprid2/Txnrd3/Fbxo33/Uvrag/Gja1/Twsg1/Abhd6/Marchf7/Mdga2/Cep76/Kcmf1/Lrrc8b/Gng2/Kdm4b/Pdpk1/Adh4/Zfp738/Usp25
GSE17721_CTRL_VS_CPG_6H_BMDC_DN,180,0.528831453,1.546326078,0.000284487,0.019203361,0.015815949,5684,"tags=35%, list=22%, signal=28%",Atf3/Ucn/Anxa1/Fscn1/Olr1/Cavin1/Fam50b/Ybx3/Itga4/Mmp14/Adamtsl5/Slc28a2/Acvr1/Gbp2/Ets2/Ppp2r5a/Ptges/Nlgn1/Mapkapk2/Tmem121b/Cspg4/Inpp1/Gsap/Ccl2/Capn6/Pygm/Rnd3/Abcc8/Slc28a2b/Col5a1/Nudt9/Itgb1/Tmprss5/Tnfrsf1a/Vcl/Dgat2/F11r/Agfg1/Ddx39a/Ccnl1/Irgm1/Zfand3/Lmo4/Asns/Nomo1/Ralgds/Tap1/Ap1g1/Crispld1/Endod1/Trip12/Phc2/Stat2/Herc2/Stard5/Rilpl1/Kri1/Ccnj/Dusp16/Irgm2/Rars/Maff/Shc1
GSE36078_WT_VS_IL1R_KO_LUNG_DC_AFTER_AD5_INF_UP,186,0.526455418,1.539010978,0.000293899,0.01976837,0.016281292,4457,"tags=42%, list=17%, signal=35%",Aqp9/Anxa1/AA467197/Gramd3/Smad3/Metrnl/Krt14/Ybx3/Arhgef2/Lair1/Ccr5/Prrg4/Il2rb/Fes/Lgals1/Vax2/Slc2a3/Rnase4/Gzmb/Lgals3/Vim/Slc41a2/Socs2/Cldnd2/Ptprj/Rhoj/Cyp2s1/Sgk1/Nhsl2/Ssc5d/Fcgr2b/Itga1/Cdkn1a/Haao/Zyx/Gas7/Nudt4/Galnt3/Efhd2/Nfil3/Dock5/Cdkn2c/Ctsc/Mki67/Lyst/Ifitm3/Pilrb2/Fgd4/Txndc5/Exo1/Edaradd/Itgb3/Myo1f/Fhl2/Smc1b/Niban2/Zeb2/Map6/Swap70/Smpd1/Wwp1/Septin8/S1pr5/Cercam/Ctsw/Prickle3/Cd46/Prkx/Gpc1/Gna11/Crip1/Tyrobp/Prkab2/Serpine2/Capn2/Rrm2/Sh2d3c/Dennd5a
GSE34156_UNTREATED_VS_6H_NOD2_AND_TLR1_TLR2_LIGAND_TREATED_MONOCYTE_DN,150,0.551620278,1.585719683,0.000295654,0.019816101,0.016320604,5200,"tags=37%, list=20%, signal=30%",Crybg1/Fgl2/Itpr1/Oas3/Fcrl1/Ly6e/Arhgef2/Itga4/Trim5/Niban1/Gbp2/Rsad2/Tlr1/Cxcl10/Adgrg6/Blnk/Chek2/Rnd3/Smagp/Parp12/Nfxl1/Smad1/Ikzf1/Zbp1/Mob1a/Tlr3/Rnf213/Ddx60/Arhgap30/Tdrd7/Gvin2/Sh3pxd2a/Zeb1/Plcb4/Tesmin/Rtp4/Swap70/Mfn2/Gls/Ehd4/Irgm1/Cdk19/Marchf6/Tap1/Ifih1/Slfn5/Oasl1/Eif2ak2/Etnk1/Cd72/Adar/Septin2/Itpk1/Stat2/Atp11b/Mov10
PICCALUGA_ANGIOIMMUNOBLASTIC_LYMPHOMA_UP,198,0.510482563,1.495774599,0.000298122,0.019911188,0.016398918,2584,"tags=30%, list=10%, signal=27%",Pla2g2d/Ifi27l2b/Cavin1/Itpripl2/Cyp1b1/Pdpn/Ddr2/C4b/Trim47/C1qc/Vwf/Slco2b1/Arhgap42/Ccn4/Adra2a/Sparcl1/Arhgef10/Cald1/Cxcl10/Col15a1/Abcc3/Slc1a3/Acta2/Rarres2/Nnmt/Vcam1/Smoc2/Thy1/Eng/Ccl2/Ccdc80/Tnc/Rnd3/C1qb/Mylk/Ccl19/Sparc/S1pr3/Clmp/Loxl1/Cd63/Col4a1/Tmem163/Ackr1/Pld1/Ptgds/Tns3/Irak3/C1qa/Lamb1/Antxr1/Osmr/Marcks/Kcnj10/Dclk1/Ctsc/Col4a2/Apoe/Ccl21a
TTGCACT_MIR130A_MIR301_MIR130B,372,0.474368718,1.425315014,0.000299915,0.019960685,0.016439684,5780,"tags=36%, list=22%, signal=28%",Itpr1/Csf1/Chst1/Gda/Inhbb/Abca1/Creb5/Col19a1/Gadd45a/Mafb/Robo1/Tent5b/Neurog1/Acvr1/Ankrd28/Rnf165/Shank2/Gap43/Phactr2/Vgll3/Vps37b/Zfpm2/Ereg/Smoc2/Ptgfrn/Rab34/Rapgef4/Igf2bp1/Sash1/Tgfbr2/Ino80/Blcap/Sh3d19/Stim2/B4galt5/Tmem28/Timp2/Acsl1/Peli1/Npat/Phf12/Meox2/Trps1/Elk3/Arrdc3/Bmt2/Atg14/Socs5/Fam234a/Spg20/Ucp3/Rnf145/Nrp2/Ccdc88a/Tbl1xr1/Zfp217/Nrp1/Sik1/Zeb2/Agfg1/Pmepa1/Memo1/Sox5/Heca/Bhlhe41/Zfp609/Ptp4a1/Ndel1/Atrn/Btg1/Zcchc14/Runx2/Gpcpd1/Spopl/Hecw2/Ulk2/Suv39h1/Clcn5/Szrd1/Trim2/Slc24a3/Nr3c2/Dicer1/Relch/Qk/Cdk19/Tsc1/Fstl5/Socs6/Otud4/Vps37a/Pfkfb3/Ap1g1/Sox4/Rnf38/Prkd3/Zfp711/Nrarp/Clip1/Arhgap35/Psap/Btbd7/Kit/Itpk1/Ttyh3/Pan3/Btbd3/Klhl20/Zfp91/Smarcd2/Clock/Rbbp8/Csmd1/Gja1/Rab5b/Naa30/Mdga2/Csnk1g1/Cep170/Mib1/Map4/Map3k12/Cnih1/Dsel/Rasd1/Nipa1/Dnm2/Bmpr2/Terb1/Adcy1/Atrx/Mecp2/Usp48
GSE1566_WT_VS_EZH2_KO_LN_TCELL_DN,173,0.533855294,1.552921333,0.000301324,0.019984322,0.016459152,5727,"tags=42%, list=22%, signal=33%",Nts/Sema6a/Pmaip1/Ccn5/Parp4/Slc4a5/Snai2/Map3k19/Spdye4b/Procr/Prox1/Rbp2/Plbd1/Pde2a/Ntrk2/Rp1/Pou6f2/Olfr447/Ush1g/Zfp712/Slc25a45/Rapgef4/Zfp458/Sh3bp4/Rmnd1/Tepp/Pkdcc/Tcf12/Zscan12/Tmprss5/Snx19/Socs5/Olfr689/Serpina6/Zfp628/Septin14/Slc37a3/Slc5a7/Zeb2/Rbm44/Olfml2b/Pglyrp4/Ppp1r13b/Zcchc14/Zfp268/Tgfb3/Tmem212/Ppp1r13l/Ythdc2/Zfp457/Rgl2/Sox4/Psme4/Tmprss3/Olfr1309/Upk3b/Sppl3/Sec14l1/Slc10a6/Sec22b/P2rx3/Spocd1/Prkag2/Olfr788/Rtf1/Slc39a1/Rfx5/Rif1/Numa1/Tlr5/Slco3a1/Zfp738
GOCC_CORNIFIED_ENVELOPE,37,0.726913389,1.783991253,0.000309406,0.02044882,0.016841713,2626,"tags=38%, list=10%, signal=34%",Sprr1a/Anxa1/Dsg2/Cdsn/Lce1f/Dsc3/Sprr1b/Dsc2/Dsg3/Tchh/Dsc1/Pkp2/Flg2/Ppl
AIZARANI_LIVER_C2_KUPFFER_CELLS_1,190,0.520941139,1.524123546,0.000312997,0.020517597,0.016898359,3163,"tags=32%, list=12%, signal=28%",Tgfbi/Anxa1/Fgl2/Bcat1/Cxcl16/Plaur/Tlr2/Rab31/Areg/Cd37/Cd84/Il13ra1/H2-Aa/Ms4a7/Mafb/C1qc/C3ar1/S100a11/C5ar1/Slco2b1/Tnfrsf1b/H2-Ab1/Lgals1/Fgd2/Slc15a3/Ier5/Fpr1/Clec4e/Stk17b/Cotl1/Nr4a3/Vim/Rbpj/Ctss/Mpeg1/Aif1/Sgk1/Ahr/Fcgr2b/Csf1r/C1qb/Axl/Ptafr/Mgl2/Cybb/Rgcc/Mis18bp1/C1qa/Ucp2/Marchf1/Srgap2/Ctsh/Alox5/Fcgbp/Mrc1/Ccdc88a/Pabpc1/Plekho1/Lyn/Basp1
GSE29618_MONOCYTE_VS_PDC_UP,194,0.52282652,1.532549104,0.000312997,0.020517597,0.016898359,2952,"tags=32%, list=11%, signal=29%",Anxa1/Fgl2/H2-Q10/Tlr2/Rab31/Gmfg/Scpep1/Cd33/Cyp1b1/Timp1/Creb5/Ybx3/Tent5a/Mafb/Naip2/Csrp1/S100a11/C5ar1/Plbd1/Tnfrsf1b/Gbp2/Qpct/Ptprc/Fyb/Fpr1/Slc2a3/H2-Q7/Lgals3/Irs2/Arhgef40/Ctss/Clec4a3/Gsap/Aif1/Pxn/Fcgr2b/Csf1r/Aldh1a1/Zfp36l1/Timp2/Acsl1/Arhgdib/Gas7/Peli1/Irak3/Slc6a6/Efhd2/Ckap4/Cdc42ep4/Ptgs1/Marcks/Nfil3/Trem1/Cdc42se1/Lyst/Aoah/Hebp1/Serinc5/Cd1d1/Pcsk5/Alox5/Myo1f
GOBP_REGULATION_OF_PEPTIDE_SECRETION,264,0.495345918,1.472588562,0.000313692,0.020517597,0.016898359,5185,"tags=35%, list=20%, signal=29%",Ucn/Crh/S100a8/Anxa1/Egfr/Itpr1/Adam8/Tlr2/Inhbb/Cd33/Acvr1c/Rasl10b/Cnr1/Dpp4/Npy2r/Ankrd1/Rapgef3/Trem2/Rsad2/Bmp8a/Adra2a/Bmp6/Rbp4/Nr1h4/Rph3al/Igf1/Ccn3/Itpr3/Nnat/Ppard/Ang/Slc30a8/Ffar4/Irs2/Tgfb1/Kcnn4/Rab11fip5/Myrip/Blk/Tcirg1/Grp/Drd2/Rapgef4/Abcc8/Ffar2/Krt20/Jak2/Cd74/Gpld1/Itpr2/Myom1/Adcyap1/Ucp2/Ffar1/Llgl1/Apoe/Ttn/Zbed6/Hmgn3/Tnf/Lrp5/Alox5/Enho/Nlgn2/Arf6/Il6/Tcf7l2/Tgfb3/Slc2a1/Exoc1/Per2/Hcar2/Golph3/Cd38/Rest/Hadh/Sox4/Rac1/Rhbdf1/Slc8b1/Sfrp1/Rap1a/Drd4/Stx1a/Rfx3/Stxbp5/Hif1a/Crhbp/Myo18a/Adcy5/Rab8b/Clock/Gja1
GOCC_RIBOSOMAL_SUBUNIT,176,-0.399440514,-1.517189257,0.000318017,0.020693373,0.017043128,8283,"tags=49%, list=31%, signal=34%",Rpl6/Rpl13a/Mrpl35/Mrps26/Rpl7a/Rpl34/Rplp1/Mrps10/Rpl7/Rpl36/Mrpl4/Mrpl51/Mrpl43/Rps19/Mrps21/Eif2a/Mrps14/Rpl37/Malsu1/Rpl19/Mrps16/Mrpl28/Mrps24/Mrpl48/Mrpl33/Mrpl39/Rps28/Mrpl57/Rps29/Mrpl42/Mrps6/Rps6/Mrps15/Mrpl34/Mrpl54/Mrpl41/Rpl28/Rps25/Larp4/Mrpl18/Mrpl23/Rpl7l1/Mrps33/Mrps36/Mrpl58/Mrps18b/Rpl10a/Rpl4/Mrps30/Rpl18a/Mrpl22/Mrpl36/Mrpl14/Mrpl19/Mrps18a/Mrpl37/Mtrfr/Mrpl45/Mrpl46/Mrpl13/Mrps34/Mrpl11/Mrpl16/Mrps28/Mrpl55/Mrpl12/Mrpl49/Mrpl21/Rps9/Rpl3/Dap3/Mrps31/Mrpl27/Ndufab1/Mrps9/Mrpl47/Eif2d/Mrps12/Rsl24d1/Mrpl2/Mrpl38/Mrps2/Mrps11/Mrpl44/Mrps5/Rpl3l
GOBP_REGULATION_OF_CYTOSKELETON_ORGANIZATION,451,0.45837943,1.384666935,0.000318617,0.020693373,0.017043128,6266,"tags=39%, list=24%, signal=30%",Trim54/S100a8/Cdc42ep1/Fscn1/Dnai3/Fhod3/Rhoh/Clic4/Stmn4/Rnd1/Alox15/Ccnf/Smad3/Gmfg/Wnt4/Rhoq/Prox1/Arhgef2/Rhoc/Epha1/Rapgef3/Baiap2l1/Syde1/Fes/Lmod2/Sh3bp1/Fzd10/Arhgef10/Map2/Flna/Notch2/Cotl1/Smim22/Parp3/Eps8/Rcc1/Hrg/Icam1/Myo1c/Plxnb1/Pxn/Cracd/Capn6/Csf1r/Rock2/Rnd3/Add3/Synpo/Arhgef15/Alms1/Twf2/Gpm6b/Arap1/Ccn2/Arhgdib/Rgcc/Sorbs3/Lmod1/Cdc42ep2/Cdc42ep4/Ptk2/Abl2/Asap3/Cttn/Ccl21a/Apc/Smad4/Gsn/Ssh1/Arhgap6/Psrc1/Ssh2/Mdk/Rangrf/F11r/Ccdc88a/Dbn1/Tpx2/Nrp1/Neb/Lima1/Nin/Mtpn/Map6/Hcls1/Stmn2/Sema5a/Synpo2l/P2rx7/Vasp/Swap70/Arf6/Nes/Actr3/Tgfb3/Sptbn4/Afap1/Ccsap/Tgfbr1/Nckap1/Tsc1/Katnbl1/Cib1/Camsap1/Capn2/Esam/Carmil1/Taok2/Lats1/Rasa1/Rnf4/Svil/Spag5/Jam3/Gas2l2/Gpr65/Ttbk2/Rac1/Sdc4/Iqgap1/Lpar1/Prkaa2/Ntrk3/Cntrl/Clip1/Nup62/Arhgap35/Sfrp1/Tjp1/Pak1/Bicd2/Spire1/Camsap2/C9orf72/Ect2/Tmsb10/Tmod1/Cdh5/Whamm/Evl/Rictor/Rhob/Add1/Plekhg2/Dynlt1b/Crk/Cenpj/Cep295/Cep97/Tesk1/Numa1/Ska3/Hip1r/Cd2ap/Pak2/Mecp2/Pik3r1/Tmem67/Arhgap18/Coro2b/Rock1/Tmsb4x/Wdr1/Chmp1b/Kank1/Senp6/Epha3/Cfl2/Chmp4c/Lrp1/Ap1ar/Rbm14/Mycbp2/S100a10
WP_HEPATITIS_C_AND_HEPATOCELLULAR_CARCINOMA,45,0.704588188,1.794822679,0.000319652,0.020693373,0.017043128,5470,"tags=67%, list=21%, signal=53%",Ptgs2/Smad3/Casp3/Podxl/Ccnd1/Fasl/Tgfb1/Jun/Cdkn1a/Jak1/Birc3/Cttn/Col4a2/E2f2/Smad4/Myof/Il6ra/Mapk8/Il6/Tgfbr1/Cd44/Rrm2/Nfkb1/Rac1/Hif1a/Akt1/Casp7/Mapk14/Frzb/Stat3
BUSSLINGER_GASTRIC_MATURE_PIT_CELLS,206,0.522572495,1.538466115,0.000323086,0.020773901,0.017109451,3693,"tags=29%, list=14%, signal=25%",Krt19/Ifi27l2b/Dsg2/Lmo7/Duox2/AA467197/Akr1b8/Spint1/Scnn1a/Lamb3/Arhgef2/Dsc2/Tent5a/Tsku/Rhoc/S100a11/Ccnd1/Vsig1/Anxa10/Abcc3/Itpr3/Lgals3/Ang/Smim22/Cyp2s1/Gkn1/Akr1cl/Cd63/Krt20/Pkib/Tnfrsf21/Tesc/Psapl1/Sostdc1/Efhd2/Tpm4/Marcks/Mal/Prr15/Gsn/Hspb1/Ddx60/Vsig2/Fcgbp/Muc1/Fhl2/Paqr8/Riok3/Basp1/Zbtb7c/Abhd2/Foxa3/Cldn18/Jpt1/Flnb/Myl12b/Vasp/Gstp2/Tcf7l2
KOYAMA_SEMA3B_TARGETS_UP,221,0.505723175,1.490899857,0.000323086,0.020773901,0.017109451,4507,"tags=34%, list=17%, signal=29%",Tgfbi/Crybg1/Anxa1/Galnt6/Plaur/Serpine1/Acox2/Cdcp1/Creb5/Chac1/Thbs1/Tsku/Chst4/Stc2/Sema3b/St6galnac4/Ccn3/Pcgf5/Slc38a1/Itpr3/Lamc2/Serpinb8/Speg/Gdf15/Cntnap3/Ddah1/Kcnn4/Crabp2/Axl/Sparc/Mcoln3/Pkp2/Loxl1/Rnf183/Rab26/Sowahc/Rreb1/Ftcd/Ccn2/Arhgdib/Hsd17b14/Antxr1/Fzd2/Fbxw4/Adrb2/Hmgn5/Ctsc/Daglb/Ppl/Clptm1/Itpkc/Zfp180/Pcdhb19/Mgst1/Fcgbp/Sipa1l3/Ndst1/Steap1/Slc25a51/Swap70/Spopl/Hdac7/Tshz3/Tube1/Galc/Msn/Sh3bgrl/Cd302/Spred3/Serpini1/Crip1/Erf/Ccdc186/Arfgef3/Lat2/Minpp1
GSE43955_1H_VS_10H_ACT_CD4_TCELL_WITH_TGFB_IL6_DN,181,0.532726468,1.5583102,0.000327555,0.020919374,0.017229263,5300,"tags=37%, list=20%, signal=30%",Tubb6/Anxa1/Fgl2/Cxcl14/Chst2/Olr1/Clic4/Igf2bp2/Col5a2/Ybx3/Ly6e/Slc6a18/Ccr5/Tfap2a/Frmd6/Ly9/S100a11/Napsa/Ptpn5/Pdgfb/Csf3r/Nnmt/Ctss/Myo1c/Zfp532/Rtn4/Aif1/Eng/Timp3/Plac9a/Crabp2/Ccn2/Syne4/Fbln2/Cmip/Col18a1/Col4a2/Apoe/Cmtm8/Apbb2/Il10/Bgn/Top3a/Lyn/Agfg1/Flnb/Anp32a/Slc35d1/Pdcd1/Zfand5/Rpia/Serpine2/Rgl2/Rrm2/Tap1/H2-T23/Txnrd1/Rcan1/Cp/Slc39a6/Cd72/Cnn3/Cytip/Zfpm1/Gja1/Sbf2/Agl
HALLMARK_TNFA_SIGNALING_VIA_NFKB,190,0.520445496,1.522673436,0.000327555,0.020919374,0.017229263,3639,"tags=34%, list=14%, signal=29%",Atf3/Ptgs2/Fosl1/Csf1/Olr1/Phlda1/Ptx3/Smad3/Plaur/Tnfaip6/Serpine1/Tlr2/Abca1/Areg/Lamb3/Gadd45a/Fosl2/Tgif1/Ccnd1/Ackr3/Ets2/Serpinb2/Socs3/Clcf1/Ier5/Slc2a3/Cxcl10/Nr4a3/Gch1/Stat5a/Serpinb8/Irs2/Cxcl2/Icam1/Spsb1/Egr3/Jun/Ccl2/Sgk1/Inhba/Tnc/Ripk2/Cdkn1a/Per1/B4galt5/Zbtb10/Dusp2/Pde4b/Birc3/Slc16a6/Marcks/Nfil3/Ehd1/Tnfaip8/Tnf/Jag1/Cd80/Sik1/Pmepa1/Snn/Cebpd/Ccnl1/Il6/Btg1
